Duplication;P1;P2;Dupli.SSD_WGD;MultiSSD;P1_DHFR_bank_MatA;P1_DHFR_bank_Mat_alpha;P2_DHFR_bank_MatA;P2_DHFR_bank_Mat_alpha;P1resultPCR.MatA;P2resultPCR.MatA;P1resultPCR.Mat.alpha;P2resultPCR.Mat.alpha;P1.GDiss.resultPCR.MatA;P2.GDiss.resultPCR.MatA;P1.GDiss.resultPCR.Mat.alpha;P2.GDiss.resultPCR.Mat.alpha;P1.MatA_reconstructed.validated;P2.MatA_reconstructed.validated;P1.Mat.alpha_reconstructed.validated;P2.Mat.alpha_reconstructed.validated;P1.falsePositive;P2.falsePositive
SSD;YHL028W;YOR008C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHL039W;YPL208W;0;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHL040C;YHL047C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHL042W;YKL219W;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHL043W;YGL263W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHL044W;YAR027W;0;1;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHL046C;YGL261C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHL048W;YGR295C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHL049C;YML133C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHL050C;YLL066C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR002W;YPR011C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR004C;YLL010C;1;1;1;1;0;1;NA;0;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
SSD;YHR007C;YMR015C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR012W;YDR176W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR013C;YPR051W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR018C;YPL262W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YHR022C;YNL180C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR023W;YAL029C;1;1;1;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR024C;YLR163C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR026W;YEL027W;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR028C;YOR219C;0;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR031C;YML061C;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR035W;YPR181C;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR037W;YMR169C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR039C;YER073W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR042W;YPR048W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR043C;YHR044C;0;0;1;1;1;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR048W;YOR273C;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR049W;YOR280C;0;1;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR050W;YOL122C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR055C;YHR053C;0;0;1;1;0;0;ok;rien;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR064C;YDL229W;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YHR065C;YHR169W;0;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR071W;YNL289W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR079C;YNR047W;1;1;1;1;0;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR079C-A;YBL047C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YHR082C;YER129W;1;1;1;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR088W;YNL075W;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR090C;YOR064C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR098C;YIL109C;1;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR099W;YKL203C;1;1;0;0;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR104W;YJR096W;0;0;1;1;0;1;NA;NA;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR105W;YMR004W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR110W;YGL002W;1;1;1;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR112C;YAL012W;0;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
SSD;YHR113W;YKL103C;0;0;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR114W;YDR356W;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR120W;YDR097C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR126C;YOR010C;1;1;1;1;1;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR128W;YNR012W;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR129C;YFL039C;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR138C;YNL015W;0;0;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YHR147C;YNL067W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
SSD;YHR148W;YPL081W;1;0;0;0;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1
SSD;YHR154W;YDL058W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR156C;YLR309C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR159W;YER151C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR164C;YER176W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR166C;YBL084C;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR167W;YDL058W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR168W;YPL051W;0;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR178W;YOR337W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR179W;YPL171C;0;0;0;1;1;0;ok;ok;1;0;NA;NA;NA;NA;1;NA;NA;NA;1;NA
SSD;YHR182W;YDL058W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR184W;YNL250W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR186C;YJL112W;1;1;0;0;1;0;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR192W;YOL054W;0;1;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR195W;YPL190C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR198C;YHR199C;0;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR204W;YJR131W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR205W;YMR104C;1;1;1;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR207C;YPL165C;0;0;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR210C;YNR071C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR211W;YAL063C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR212W-A;YAR050W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR213W;YHR211W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR214C-C;YHR214C-B;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR214W;YAR066W;0;0;1;1;1;1;0;1;1;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA
SSD;YHR216W;YLR432W;1;1;1;0;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YHR218W;YBL111C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL001W;YIL112W;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL002C;YOR109W;1;1;1;1;1;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL005W;YCL043C;1;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL009W;YMR246W;1;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YIL014C-A;YIL102C;0;0;1;1;0;1;ok;ok;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
SSD;YIL015W;YDR144C;1;1;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL021W;YPR110C;0;0;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL029C;YPR071W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL031W;YPL020C;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL035C;YOR061W;0;0;1;1;1;1;NA;NA;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL038C;YPR072W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL041W;YPR148C;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YIL043C;YML125C;1;1;0;1;0;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YIL046W;YFL009W;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL047C;YJL198W;1;1;0;1;0;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL048W;YAL026C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL060W;YOR192C-C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL061C;YHR015W;1;1;1;1;1;1;NA;1;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL063C;YLR335W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL077C;YKR092C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL078W;YKL194C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YIL083C;YLR454W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL088C;YBL089W;1;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL089W;YLR036C;0;0;1;1;0;1;rien;rien;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL094C;YNL037C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL103W;YKL191W;0;0;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL107C;YJL155C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL112W;YMR068W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL115C;YJL041W;0;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL116W;YDR111C;1;0;1;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YIL118W;YPR165W;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL124W;YMR226C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YIL126W;YOR290C;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL130W;YJL206C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL134W;YIL006W;1;0;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL136W;YLR309C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL137C;YHR047C;1;0;1;1;NA;NA;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL140W;YKR100C;1;1;1;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL142W;YJR064W;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL144W;YJR134C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL147C;YLR006C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL153W;YPL152W;0;0;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL159W;YNL271C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL160C;YPL028W;0;0;0;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YIL162W;YPL109C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL166C;YAL067C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL169C;YOL155C;0;0;0;1;1;1;ok;2bandes;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL173W;YJL222W;0;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIL177C;YJL225C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIR001C;YGR159C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIR002C;YGL078C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIR003W;YLR330W;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIR005W;YFR023W;1;1;0;1;0;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIR006C;YBL047C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YIR009W;YDR429C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YIR012W;YGL137W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIR013C;YLR013W;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIR017C;YDL058W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIR023W;YIL130W;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIR026C;YFR028C;0;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIR031C;YNL117W;0;0;0;1;1;1;ok;ok;1;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1
SSD;YIR035C;YIR036C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIR039C;YLR120C;1;1;0;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YIR041W;YPL282C;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL001W;YOR157C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL003W;YDL218W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL005W;YOR373W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL008C;YJL014W;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL012C;YFL004W;1;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL014W;YDR212W;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL016W;YNL278W;1;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL024C;YJR058C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL031C;YKL019W;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL033W;YMR290C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL034W;YLL024C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YJL036W;YMR004W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL037W;YJL038C;0;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL041W;YOR098C;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL042W;YOR227W;1;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL043W;YKR015C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL047C;YDL132W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL049W;YDR285W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL050W;YLR398C;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL051W;YLR278C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL052W;YJR009C;1;0;0;0;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YJL056C;YPR186C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL057C;YOL016C;1;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL060W;YGL202W;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YJL061W;YDL058W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL062W;YLL031C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL073W;YOR195W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL074C;YFR031C;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL078C;YKR013W;1;0;1;0;0;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL080C;YML109W;1;1;1;1;0;1;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YJL081C;YFL039C;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL085W;YLR086W;0;1;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL088W;YJL130C;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YJL089W;YMR280C;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL092W;YOL095C;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL095W;YLR362W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL102W;YLR069C;0;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL103C;YPL133C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL106W;YGR040W;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL107C;YER033C;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL111W;YDR212W;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL122W;YPR018W;0;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL124C;YNL147W;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
SSD;YJL126W;YLR351C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL127C;YDL099W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL128C;YOR231W;1;1;0;0;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL130C;YJR109C;0;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
SSD;YJL141C;YPL031C;0;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL143W;YDL217C;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL145W;YKL091C;1;1;1;1;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL158C;YJL159W;1;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL162C;YMR161W;0;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SSD;YJL172W;YMR027W;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
