Duplication;P1;P2;Dupli.SSD_WGD;MultiSSD;P1_DHFR_bank_MatA;P1_DHFR_bank_Mat_alpha;P2_DHFR_bank_MatA;P2_DHFR_bank_Mat_alpha;P1resultPCR.MatA;P2resultPCR.MatA;P1resultPCR.Mat.alpha;P2resultPCR.Mat.alpha;P1.GDiss.resultPCR.MatA;P2.GDiss.resultPCR.MatA;P1.GDiss.resultPCR.Mat.alpha;P2.GDiss.resultPCR.Mat.alpha;P1.MatA_reconstructed.validated;P2.MatA_reconstructed.validated;P1.Mat.alpha_reconstructed.validated;P2.Mat.alpha_reconstructed.validated;P1.falsePositive;P2.falsePositive
WGD;YER056C-A;YIL052C;0;NA;1;1;1;1;1;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YEL047C;YJR051W;0;NA;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
WGD;YGR143W;YPR159W;0;NA;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDL061C;YLR388W;0;NA;1;1;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YDL036C;YOL066C;1;NA;1;0;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YCR031C;YJL191W;0;NA;1;1;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YFR014C;YOL016C;1;NA;1;1;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR279C;YMR305C;1;NA;1;1;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR183W;YPL087W;0;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YER064C;YIL056W;0;NA;1;1;1;1;NA;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR034W-B;YBR056W-A;0;NA;1;1;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
WGD;YDR144C;YLR120C;1;NA;1;1;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDL021W;YOL056W;1;NA;0;1;1;0;1;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YHR141C;YNL162W;0;NA;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YIL085C;YNL029C;0;NA;1;0;1;1;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR210W;YGL054C;0;NA;0;0;1;1;NA;0;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YNL283C;YOL105C;1;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YKL068W;YMR047C;1;NA;1;0;0;1;0;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YHR117W;YNL121C;1;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
WGD;YGR097W;YPR115W;0;NA;0;1;0;1;0;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YJL112W;YKR036C;1;NA;1;0;0;1;1;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
WGD;YBR024W;YBR037C;0;NA;1;1;0;1;1;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YER070W;YIL066C;0;NA;0;1;1;1;NA;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
WGD;YAL029C;YOR326W;1;NA;1;1;0;1;1;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YJR091C;YPR042C;1;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YMR237W;YOR299W;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
WGD;YBR273C;YJL048C;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR213W;YLR228C;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
WGD;YAL051W;YOR363C;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YCL040W;YDR516C;1;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
WGD;YOL091W;YBR148W;1;NA;0;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR188C;YJL013C;0;NA;1;1;0;1;0;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR177C;YPL095C;1;NA;NA;NA;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YJR059W;YKL198C;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
WGD;YDR096W;YER169W;1;NA;0;1;1;1;NA;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR192C;YJR009C;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YBR054W;YDR033W;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
WGD;YGR238C;YHR158C;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
WGD;YBR052C;YDR032C;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YJR148W;YHR208W;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA
WGD;YKL091C;YMR079W;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
WGD;YAL028W;YOR324C;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
WGD;YDL181W;YDL130W-A;0;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA
WGD;YDL239C;YNL225C;1;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA
WGD;YGR243W;YHR162W;1;NA;1;0;0;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA
WGD;YMR192W;YPL249C;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA
WGD;YDR343C;YHR094C;1;NA;0;1;1;1;NA;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YAL062W;YOR375C;0;NA;1;1;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
WGD;YBR145W;YOL086C;1;NA;0;1;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YCL024W;YDR507C;1;NA;1;1;0;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YER039C;YGL225W;1;NA;1;0;0;1;1;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
WGD;YBR284W;YJL070C;1;NA;1;1;0;1;1;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YHL012W;YKL035W;0;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YCR048W;YNR019W;0;NA;1;0;1;1;1;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGL063W;YPL212C;1;NA;0;0;1;1;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YKL072W;YMR053C;0;NA;0;1;0;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDL012C;YBR016W;0;NA;0;1;1;1;NA;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR138C;YPR156C;1;NA;1;1;0;1;1;NA;NA;1;NA;NA;NA;NA;NA;1;1;NA;NA;NA
WGD;YNL096C;YOR096W;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YER027C;YGL208W;1;NA;1;1;0;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YLR293C;YOR185C;0;NA;0;1;0;1;0;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR140C;YOL081W;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
WGD;YCR091W;YNR047W;1;NA;0;1;0;1;0;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR209C;YLR043C;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;1;NA
WGD;YAL017W;YOL045W;0;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA
WGD;YDL188C;YDL134C;1;NA;1;0;1;0;0;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YMR183C;YPL232W;0;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA
WGD;YCR073W-A;YNR034W;0;NA;0;1;1;1;NA;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YKL062W;YMR037C;1;NA;0;1;0;0;NA;NA;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR027C;YLR333C;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YHR003C;YKL027W;0;NA;1;1;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YJL129C;YKR050W;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YHR131C;YNL144C;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YIL011W;YOR010C;1;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBL101C;YPR030W;1;NA;1;1;NA;NA;0;1;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
WGD;YDR348C;YHR097C;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR048W;YDR025W;0;NA;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YNL052W;YIL111W;1;NA;0;1;1;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
WGD;YGL133W;YPL216W;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR214W;YGL056C;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YNL106C;YOR109W;1;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YLR260W;YOR171C;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR471W;YHR010W;0;NA;0;1;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YER132C;YGL197W;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR216C;YGL060W;0;NA;1;1;1;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDL082W;YMR142C;0;NA;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YIL095W;YNL020C;1;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YLR441C;YML063W;0;NA;1;1;NA;NA;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YBL061C;YER096W;1;NA;1;1;0;1;1;NA;1;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
WGD;YDR085C;YER158C;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YIL117C;YNL058C;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR122W;YLR096W;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR259C;YOR028C;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YKR077W;YOR066W;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YCR037C;YJL198W;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR342C;YHR092C;1;NA;1;1;0;1;1;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
WGD;YGR049W;YLR356W;0;NA;1;1;0;1;0;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR005W;YDR003W;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGL166W;YPR008W;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YOR233W;YPL141C;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YJL083W;YKR019C;0;NA;1;1;0;1;1;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YNL309W;YOL131W;0;NA;1;1;0;1;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR221C;YHR149C;0;NA;1;1;0;1;1;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YHR133C;YNL156C;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
WGD;YML125C;YML087C;1;NA;0;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
WGD;YBL027W;YBR084C-A;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YJL084C;YKR021W;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YER074W;YIL069C;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YCR024C-A;YEL017C-A;0;NA;0;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YDR178W;YLR164W;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR141W;YPR157W;0;NA;1;1;0;1;0;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDL161W;YLR206W;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR185C;YLR168C;1;NA;0;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YHR139C;YNL160W;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YOR231W;YPL140C;1;NA;1;1;0;1;1;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YNL108C;YOR110W;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBL009W;YGL021W;1;NA;1;1;0;1;1;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR181C;YPL090C;0;NA;1;1;0;1;1;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YNR034W-A;YCR075W-A;0;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YER059W;YIL050W;1;NA;0;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBL072C;YER102W;0;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YGR213C;YLR046C;1;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YJL165C;YKL168C;1;NA;1;0;1;1;0;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBL054W;YER088C;0;NA;0;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDL155W;YLR210W;0;NA;1;1;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YJL079C;YKR013W;1;NA;0;0;0;1;0;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YML118W;YMR285C;0;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR241C;YGL104C;1;NA;1;0;1;1;1;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YLR174W;YNL009W;1;NA;1;0;1;1;1;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR326C;YHR080C;0;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
WGD;YHL001W;YKL006W;0;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YLR277C;YOR179C;1;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGL076C;YPL198W;1;NA;0;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YAL038W;YOR347C;0;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
WGD;YFR023W;YHR015W;1;NA;0;1;1;1;NA;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YCL051W;YDR528W;0;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR124W;YPR145W;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YER019C-A;YER087C-B;0;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YKL093W;YMR081C;0;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR125C;YLR099C;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YOR222W;YPL134C;0;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR107C;YLR083C;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBL056W;YER089C;1;NA;0;1;0;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR206W;YLR233C;1;NA;0;1;0;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YMR233W;YOR295W;0;NA;0;1;0;1;NA;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YIL151C;YKR096W;0;NA;0;1;1;1;NA;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YLR187W;YNL278W;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YCL050C;YDR530C;0;NA;0;1;0;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YIL131C;YNL068C;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR147W;YOL092W;1;NA;0;1;1;0;NA;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YKL133C;YMR115W;0;NA;0;1;0;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YJR130C;YML082W;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YNL302C;YOL121C;0;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YGR248W;YHR163W;0;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBL030C;YBR085W;1;NA;NA;NA;1;1;NA;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR197C;YJR015W;0;NA;0;1;1;1;NA;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR118W;YPR080W;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YJR054W;YML047C;0;NA;0;1;1;1;NA;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YHL034C;YLL046C;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
WGD;YNL195C;YDL223C;0;NA;0;1;0;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YOR186W;YLR297W;0;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR049C;YDR026C;0;NA;1;1;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR303C;YHR056C;1;NA;0;0;1;1;1;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR309C;YHR061C;0;NA;0;1;1;1;NA;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR004W;YLR324W;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA
WGD;YDR200C;YLR238W;1;NA;0;1;1;1;NA;1;1;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA
WGD;YMR119W;YNL008C;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
WGD;YBL075C;YER103W;0;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;1;1;NA;NA;NA;NA
WGD;YCL011C;YNL004W;1;NA;1;1;0;1;1;NA;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA
WGD;YJL138C;YKR059W;1;NA;1;0;1;1;1;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YBR089C-A;YPR052C;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA
WGD;YJL177W;YKL180W;0;NA;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YNL301C;YOL120C;0;NA;1;1;0;1;0;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YIL133C;YNL069C;1;NA;1;1;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YBL069W;YER101C;1;NA;1;1;0;1;1;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YJR094W-A;YPR043W;0;NA;1;1;0;1;1;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YLR249W;YNL014W;1;NA;1;1;0;1;1;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YAL037W;YOR342C;0;NA;0;1;1;1;NA;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YEL060C;YOR003W;1;NA;0;1;1;1;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YAL034C;YOR338W;0;NA;0;0;1;1;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YKR078W;YOR069W;0;NA;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGL031C;YGR148C;1;NA;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YBL087C;YER117W;0;NA;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1
WGD;YGR092W;YPR111W;1;NA;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YER037W;YGL224C;0;NA;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBL106C;YPR032W;0;NA;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YKL129C;YMR109W;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YIL149C;YKR095W;1;NA;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YHR115C;YNL116W;1;NA;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR014C;YDL010W;1;NA;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR254W;YHR174W;0;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
WGD;YDR132C;YLR108C;0;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YIL138C;YNL079C;1;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR300C;YHR033W;0;NA;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YDR475C;YOR019W;1;NA;1;1;0;0;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YMR246W;YOR317W;1;NA;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA
WGD;YGL134W;YPL219W;1;NA;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YBR172C;YPL105C;1;NA;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YGR023W;YLR332W;0;NA;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WGD;YMR243C;YOR316C;1;NA;0;0;1;1;NA;0;0;1;0;NA;NA;NA;NA;NA;1;NA;NA;NA
WGD;YBL068W;YER099C;1;NA;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
