;lm;lp;wRPF;wmRNA;bmEser;amEser;bm;m;bp;cv;apExp;am;isEssential;hasTATA;YEPDFit;pEst
RAD2;3,490800952;3,013679697;0,974511693;1,340642378;1,014325431;0,908121786;0,890878872;0,186175672;2,205858063;NA;NA;0,704301506;FALSE;FALSE;-0,033765;2,26354224
TNA1;3,205475037;2,728353782;2,212347438;2,30815874;1,531662812;0,492144948;1,858395235;1,153692035;2,761503361;-0,631527162;0,127615018;0,704301506;FALSE;TRUE;-0,03613;3,7867039
APL6;3,385606274;2,908485019;1,667172672;1,998172122;1,153935584;0,458126974;1,548408617;0,843705416;2,346183977;-0,711527199;-0,113417048;0,704301506;FALSE;TRUE;-0,031305;3,061397898
BUD32;2,895422546;2,418301291;1,747023177;1,705179245;1,460936405;0,537068133;1,25541574;0,550712539;3,209211086;-0,601625914;NA;0,704301506;FALSE;FALSE;NA;3,63143213
SAY1;3,105510185;2,62838893;1,184975191;1,263399331;0,88788235;0,585890861;0,813635826;0,108932626;2,878855374;NA;0,204003363;0,704301506;FALSE;NA;-0,02046;2,859296505
MES1;3,353339095;2,876217841;2,531274495;2,614000295;1,776954687;0,350168314;2,164236789;1,459533589;2,626724805;-0,901356274;-0,193936645;0,704301506;TRUE;FALSE;0,4200892;3,957766899
FOL2;2,864511081;2,387389826;2,218509247;2,250980807;1,772096821;0,351882933;1,801217302;1,096514102;3,165807059;NA;NA;0,704301506;TRUE;FALSE;0,4200892;4,133829665
HUA1;2,775974331;2,298853076;1,510946949;1,512684396;1,28389576;0,725958465;1,062920891;0,358217691;3,285077921;NA;-0,004272579;0,704301506;FALSE;NA;-0,038655;3,514804117
YTA7;3,617000341;3,139879086;1,404149249;1,925621455;1,443737152;0,683836034;1,47585795;0,771154749;1,924317153;NA;-1,331874747;0,704301506;FALSE;FALSE;0,02196;2,566980407
SLH1;3,771146349;3,294025094;1,243781916;1,652343055;1,230535922;0,764597093;1,20257955;0,49787635;1,883082212;NA;-0,062264526;0,704301506;FALSE;TRUE;-0,01467;2,252467066
TAF1;3,505285674;3,028164419;1,302330929;1,592176757;1,445302471;0,985347383;1,142413252;0,437710052;2,267658197;NA;NA;0,704301506;TRUE;FALSE;0,4200892;2,576876754
RTT102;2,675778342;2,198657087;2,124667218;1,911157609;1,344034472;0,361626778;1,461394104;0,756690903;3,600520967;-0,602494503;NA;0,704301506;FALSE;FALSE;-0,02691;4,228720375
RNH70;3,220631019;2,743509765;1,605628222;1,691346764;1,430040649;0,71146174;1,241583259;0,536880059;2,756440138;NA;NA;0,704301506;FALSE;FALSE;-0,005955;3,164828702
CAB4;2,962842681;2,485721426;1,702688968;1,717004407;1,390049209;0,518511148;1,267240902;0,562537701;3,08563158;NA;NA;0,704301506;TRUE;NA;0,4200892;3,519677786
CWC22;3,239049093;2,761927838;1,11991541;1,244771761;1,330012103;0,970250378;0,795008256;0,090305056;2,698884255;NA;-0,180363838;0,704301506;TRUE;FALSE;0,4200892;2,660697816
SCW4;3,06483222;2,587710965;3,063243263;2,843095676;2,125790646;0,161715911;2,393332171;1,688628971;3,218105066;-0,659754238;0,257248875;0,704301506;FALSE;FALSE;-0,048805;4,778242542
PXR1;2,911690159;2,434568904;2,04316572;1,715501945;1,846933927;0,634097714;1,26573844;0,56103524;3,478763316;-0,667662551;-0,422415974;0,704301506;TRUE;FALSE;0,4200892;3,91130706
YOR1;3,646795689;3,169674434;1,608632989;2,052155067;1,39159999;0,727937482;1,602391562;0,897688362;1,972471933;-0,713431266;-0,193936645;0,704301506;FALSE;TRUE;-0,02583;2,7416688
BGL2;2,974050903;2,496929648;3,092720645;3,005703754;1,967470496;0,009594284;2,555940249;1,851237048;3,175755688;NA;0,187612947;0,704301506;FALSE;FALSE;-0,028255;4,898501241
ERV29;2,969881644;2,492760389;2,438811228;2,372746351;1,368383766;0,130935873;1,922982845;1,218279645;3,158972933;-0,854803594;-0,04378112;0,704301506;FALSE;FALSE;-0,016275;4,248761083
ZUO1;3,114610984;2,63748973;3,054934635;2,918633105;1,860952918;-0,06472174;2,4688696;1,7641664;3,084480246;-0,931443105;-0,410407066;0,704301506;FALSE;TRUE;0,28751;4,72015515
BIO2;3,0523091;2,575187845;1,594834356;1,671913012;1,156059886;0,510006648;1,222149507;0,517446307;2,933401943;NA;0,127615018;0,704301506;FALSE;TRUE;-0,007375;3,322356755
MAL13;3,152899596;2,675778342;0,669316881;1,025715384;0,666863083;0,918693987;0,575951879;-0,128751322;2,5534916;NA;NA;0,704301506;FALSE;FALSE;-0,02042;2,296248783
HSE1;3,133219457;2,656098202;1,677606953;1,69399061;1,631482948;0,898948997;1,244227105;0,539523905;2,913186585;-0,610125442;0,257248875;0,704301506;FALSE;TRUE;-0,01557;3,324218995
LAG1;3,092018471;2,614897216;2,070296518;2,14940388;1,575307756;0,430149251;1,699640374;0,994937174;2,891663868;NA;-0,062264526;0,704301506;FALSE;FALSE;-0,006675;3,758109546
MRP4;3,07371835;2,596597096;1,785044958;1,855519156;1,532328171;0,846022324;1,40575565;0,70105245;2,918597152;-0,67141655;-0,445481278;0,704301506;FALSE;FALSE;NA;3,491158107
SHU1;2,656098202;2,178976947;0,963787827;1,149527014;0,82499879;0,841482944;0,699763509;-0,004939692;3,220952311;NA;NA;0,704301506;FALSE;FALSE;-0,01306;3,087521124
STE20;3,450249108;2,973127854;1,633872263;1,815312044;1,716548459;0,758891337;1,365548538;0,660845338;2,431100811;-0,748970461;NA;0,704301506;FALSE;FALSE;0,008075;2,963454653
YAP3;2,996949248;2,519827994;1,554246808;1,523876476;1,281881187;0,874406533;1,07411297;0,36940977;3,096210784;-0,627087997;0,204003363;0,704301506;FALSE;FALSE;0,01342;3,337129059
ETP1;3,245018871;2,767897616;0,937016107;1,243038049;0,81378798;0,869209033;0,793274543;0,088571343;2,511748888;NA;NA;0,704301506;FALSE;NA;-0,029;2,471828736
PRS3;2,983626287;2,506505032;2,393434803;2,335538132;1,974443306;0,347800588;1,885774627;1,181071427;3,137060083;-0,84863015;NA;0,704301506;FALSE;FALSE;0,340095;4,189640014
OTU2;2,965671971;2,488550717;1,81571054;1,649042634;1,431050257;0,862653216;1,199279129;0,494575929;3,263785634;-0,680789806;-0,079993293;0,704301506;FALSE;NA;0,031285;3,629870068
YLF2;3,085647288;2,608526034;1,05422991;1,214843848;1,059926887;0,891431334;0,765080343;0,060377142;2,816528473;NA;NA;0,704301506;FALSE;TRUE;-0,003515;2,748414121
RPS20;2,563481085;2,086359831;3,876430893;3,635145831;2,390192707;0,169266331;3,185382326;2,480679125;3,740593676;NA;NA;0,704301506;TRUE;FALSE;0,4200892;6,092781307
DUR3;3,343999069;2,866877814;-0,060480747;0,780317312;0,613109871;0,769751583;0,330553807;-0,374149393;1,877992571;NA;NA;0,704301506;FALSE;TRUE;-0,01141;1,375351683
APM2;3,259593879;2,782472624;0,986771734;1,323664536;1,269584746;0,883877995;0,87390103;0,16919783;2,46630302;NA;1,317946716;0,704301506;FALSE;FALSE;-0,0118;2,507009354
OPI1;3,084576278;2,607455023;1,509874285;1,732152418;1,623306958;0,955066151;1,282388913;0,577685713;2,755935289;-0,573732793;-0,261836881;0,704301506;FALSE;FALSE;0,05195;3,205129506
AIM17;3,145507171;2,668385917;1,942801466;1,819807065;0,888330247;0,479023308;1,370043559;0,665340359;3,04027693;-0,552841969;NA;0,704301506;FALSE;NA;-0,02185;3,577125794
SPO11;3,07809415;2,600972896;0,123851641;0,322219295;0,233561777;0,610279411;-0,12754421;-0,832247411;2,786327896;NA;NA;0,704301506;FALSE;TRUE;-0,01023;1,82558899
NPR3;3,536684673;3,059563418;0,996511672;1,519434195;1,224356939;0,666570573;1,06967069;0,364967489;2,003182504;NA;NA;0,704301506;FALSE;NA;-0,003045;2,239658499
SNF6;2,999565488;2,522444234;1,521268876;1,643748685;1,655077235;0,872883671;1,19398518;0,48928198;2,940744402;NA;0,156578714;0,704301506;FALSE;FALSE;0,163205;3,301534886
RIM101;3,273695588;2,796574333;1,649432223;1,673665876;1,464148216;0,907278775;1,223902371;0,519199171;2,764860459;NA;1,317946716;0,704301506;FALSE;FALSE;0,023;3,155568134
WSC4;3,259593879;2,782472624;0,758911892;1,163161375;1,065639021;1,014573872;0,71339787;0,008694669;2,398946338;NA;NA;0,704301506;FALSE;TRUE;-0,014035;2,279149513
OCA5;3,309630167;2,832508913;1,122870923;1,456821348;1,695206028;0,920083276;1,007057843;0,302354642;2,419209107;-0,696048366;0,204003363;0,704301506;FALSE;NA;0,01711;2,593072254
ECM29;3,748730556;3,271609301;1,73271534;2,000607587;0,875084016;0,558874315;1,550844082;0,846140882;2,046166897;-0,6347929;0,34022311;0,704301506;FALSE;FALSE;-0,014145;2,763816283
GOS1;2,827369273;2,350248018;1,937417581;1,727622578;1,521027579;0,654521185;1,277859073;0,573155872;3,44521543;NA;NA;0,704301506;FALSE;TRUE;0,2705;3,889879807
GUT1;3,328379603;2,851258349;0,484299839;1,483872454;0,914784186;0,636814515;1,034108949;0,329405749;1,734837481;NA;-0,273117891;0,704301506;FALSE;FALSE;-0,00117;1,935751735
SBP1;2,946943271;2,469822016;3,003830903;2,664500948;1,709390149;-0,138118721;2,214737443;1,510034242;3,455176384;-0,904307717;NA;0,704301506;FALSE;FALSE;0,026105;4,836719131
VMR1;3,679337031;3,202215776;0,537819095;1,650890078;1,077215148;0,631560145;1,201126573;0,496423372;1,270381686;NA;NA;0,704301506;FALSE;NA;-0,023915;1,638313564
MUP3;3,215108581;2,737987326;0,46834733;0,996511672;1,305810264;0,929639964;0,546748167;-0,157955033;2,319516777;NA;-0,121385978;0,704301506;FALSE;TRUE;-0,00262;2,033070248
CBP2;3,277150614;2,800029359;1,049218023;1,256477206;1,220615211;1,065198701;0,806713701;0,102010501;2,578379902;NA;-0,088593465;0,704301506;FALSE;FALSE;0,076575;2,551898908
EFM1;3,245018871;2,767897616;1,533136288;1,754271869;1,593174495;0,564666123;1,304508363;0,599805163;2,596635249;-0,63638802;-0,585143271;0,704301506;FALSE;NA;0,001245;3,067948917
ARN1;3,275080898;2,797959644;1,520352504;1,827821428;1,262039148;0,629970001;1,378057922;0,673354722;2,480239878;NA;NA;0,704301506;FALSE;FALSE;-0,001665;3,025103105
ARN2;3,270212855;2,7930916;1,270911639;1,68645751;1,191716616;0,718557042;1,236694005;0,531990805;2,377030974;NA;NA;0,704301506;FALSE;TRUE;-0,00358;2,780530284
OSH7;3,118595365;2,641474111;1,866228247;1,874423831;1,221404298;0,348227007;1,424660325;0,719957125;2,935998751;NA;0,006192855;0,704301506;FALSE;TRUE;NA;3,527464381
LEU5;3,031004281;2,553883027;0,787460475;1,184691431;1,256496986;1,054858176;0,734927926;0,030224725;2,634554462;NA;NA;0,704301506;FALSE;FALSE;NA;2,536287692
TCD1;3,11058971;2,633468456;1,601190533;1,754271869;1,688316457;0,895012778;1,304508363;0,599805163;2,799118653;-0,647046088;-0,467383119;0,704301506;FALSE;NA;0,01124;3,270432321
NEM1;3,127428778;2,650307523;0,88536122;1,42111013;1,179567862;1,000246221;0,971346625;0,266643424;2,399612012;NA;-0,367795023;0,704301506;FALSE;FALSE;0,086785;2,537763941
GPA1;3,151982395;2,674861141;1,908645839;2,061527871;1,821606195;0,745989202;1,611764366;0,907061165;2,757925272;-0,842392147;-0,232281637;0,704301506;FALSE;FALSE;0,007975;3,536494942
STP2;3,211120541;2,733999287;1,48301642;1,544316142;1,708780101;1,115795037;1,094552637;0,389849436;2,790369437;NA;0,38852779;0,704301506;FALSE;FALSE;-0,024215;3,051727378
ERG11;3,202215776;2,725094521;2,697238063;2,803696048;2,099876186;0,299288093;2,353932543;1,649229343;2,754115939;-0,821598658;NA;0,704301506;TRUE;TRUE;0,4200892;4,274853787
SOD2;2,846337112;2,369215857;2,502768412;2,363348691;1,729750116;0,29270527;1,913585186;1,208881986;3,355872309;-0,615019704;NA;0,704301506;FALSE;TRUE;0,30521;4,436262799
TDA3;3,196452542;2,719331287;1,786467477;2,110959881;1,600029316;0,512200238;1,661196376;0,956493176;2,541844754;-0,642732345;-0,294837141;0,704301506;FALSE;NA;-0,018295;3,369846434
RPL27A;2,987666265;2,136720567;3,731171191;3,587329247;1,949182369;-0,043759074;3,137565741;2,432862541;3,592789822;-0,653940567;-0,034235802;0,704301506;FALSE;FALSE;0,291285;5,897160868
DIA4;3,127428778;2,650307523;1,094121596;1,2955671;1,067944607;1,003124322;0,845803595;0,141100394;2,733915418;NA;-0,166353124;0,704301506;FALSE;FALSE;0,264105;2,746524317
VPS29;2,985875357;2,451786436;1,878579238;1,932930143;1,527791888;0,515602055;1,483166638;0,778463437;3,079531105;NA;-0,320542541;0,704301506;FALSE;FALSE;-0,00549;3,729503047
ARD1;2,855519156;2,378397901;2,310055738;2,222924467;1,523624683;0,4409746;1,773160961;1,068457761;3,294401815;-0,732359018;-0,768413115;0,704301506;FALSE;FALSE;0,14603;4,234368081
MIP6;3,29666519;2,819543936;0,519827994;0,736396502;0,770267138;0,870464812;0,286632997;-0,418070203;2,549556001;NA;1,317946716;0,704301506;FALSE;FALSE;-0,016715;2,002994303
YSC84;3,197280558;2,671172843;1,758154622;1,723455672;0,761097318;0,475209916;1,273692167;0,568988966;2,949194552;NA;0,715886724;0,704301506;FALSE;FALSE;-0,017315;3,389692024
YSC83;3,063708559;2,586587305;1,346939463;1,57054294;1,434758688;0,819958447;1,120779435;0,416076234;2,775477663;NA;NA;0,704301506;FALSE;FALSE;-0,018095;3,063062402
ARG4;3,143639235;2,666517981;1,981365509;1,896911841;1,677441158;0,590451832;1,447148336;0,742445135;3,003604133;-0,613768649;NA;0,704301506;FALSE;TRUE;-0,013305;3,617557773
DED81;3,221414238;2,744292983;2,875998328;2,809398087;1,931442699;-0,040630977;2,359634581;1,654931381;2,907975703;NA;NA;0,704301506;TRUE;FALSE;0,4200892;4,434415589
RPS27B;2,902546779;1,919078092;3,765672279;3,46820993;2,311514971;0,073149568;3,018446425;2,313743224;3,964052702;-0,96197626;NA;0,704301506;FALSE;FALSE;0,243635;6,149304431
MYO1;3,762453482;3,285332228;1,372727941;1,826139618;1,341082341;0,97005551;1,376376113;0,671672912;1,84692454;NA;-0,004272579;0,704301506;TRUE;FALSE;0,4200892;2,390105958
MAS2;3,161068385;2,683947131;1,743744879;1,878866337;1,574699724;0,664989603;1,429102832;0,724399631;2,766599856;-0,722161667;-0,105299158;0,704301506;TRUE;FALSE;0,4200892;3,362507992
THR1;3,031004281;2,553883027;2,532359386;2,460190976;1,723972004;-0,080418889;2,010427471;1,30572427;3,103953829;-0,601625914;-0,244346149;0,704301506;FALSE;FALSE;0,013865;4,281186604
VMA16;2,807535028;2,330413773;2,497109414;2,546986601;1,788477129;0,038702578;2,097223096;1,392519896;3,205377485;-0,886056648;NA;0,704301506;FALSE;NA;0,19934;4,469405885
RPN1;3,474507639;2,997386384;2,395518594;2,464519354;1,844181828;0,343960253;2,014755849;1,310052648;2,5192813;-0,836540448;-0,071219369;0,704301506;FALSE;TRUE;NA;3,700842453
DAP2;3,390405156;2,913283902;1,718667735;2,025838164;0,882049901;0,436668302;1,576074659;0,871371459;2,365214114;NA;NA;0,704301506;FALSE;FALSE;-0,01026;3,108094078
YHI9;2,946943271;2,469822016;1,834547858;1,77151399;1,049542686;0,198950044;1,321750485;0,617047284;3,178880297;NA;-0,520902375;0,704301506;FALSE;NA;-0,012455;3,667436086
SLT2;3,162862993;2,685741739;1,680516809;1,88286592;1,888339055;0,738926937;1,433102415;0,728399214;2,697577596;-0,667460553;-0,173414978;0,704301506;FALSE;TRUE;0,00397;3,297485315
RRM3;3,336859821;2,859738566;1,051538391;1,419460073;1,142787028;0,851869587;0,969696568;0,264993367;2,358008197;NA;0,715886724;0,704301506;FALSE;FALSE;0,061775;2,494510069
ERC1;3,242044239;2,764922985;1,633670406;1,831037486;1,25880187;0,808096982;1,38127398;0,67657078;2,623378381;NA;NA;0,704301506;FALSE;NA;-0,03897;3,171457666
PIH1;3,01494035;2,537819095;1,444357126;1,469380136;1,100555643;0,782390648;1,019616631;0,31491343;3,02282634;NA;-0,173414978;0,704301506;FALSE;NA;0,19499;3,209248275
NEL1;3,277150614;2,800029359;0,385606274;0,684845362;0,689182291;1,064168055;0,235081856;-0,469621344;2,486399998;NA;0,039193115;0,704301506;FALSE;NA;-0,018085;1,888287159
BRL1;3,151063253;2,673941999;1,311753861;1,418798291;1,294293333;1,119950666;0,969034785;0,264331585;2,804682017;NA;NA;0,704301506;TRUE;NA;0,4200892;2,940522107
PUT2;3,237543738;2,760422483;1,917663024;1,956072337;1,281160706;0,631720398;1,506308832;0,801605631;2,786836649;-0,63732907;-0,50159722;0,704301506;FALSE;TRUE;-0,00729;3,459950785
RRF1;2,840733235;2,36361198;1,590618948;1,416806872;1,398782299;1,197554399;0,967043367;0,262340166;3,395868542;NA;0,039193115;0,704301506;FALSE;NA;0,27934;3,529717213
MSC7;3,286680969;2,809559715;1,848620117;2,099369826;1,377700027;0,458888463;1,649606321;0,944903121;2,525359021;-0,678815973;0,039193115;0,704301506;FALSE;FALSE;0,017865;3,341770647
BCD1;3,041787319;2,564666064;1,348304863;1,218535505;1,618522462;0,870995067;0,768772;0,0640688;3,150771739;NA;1,317946716;0,704301506;TRUE;NA;0,4200892;3,086349043
SRB2;2,86569606;2,324282455;1,637289548;1,870930358;1,146706813;0,115445427;1,421166853;0,716463653;3,027745179;NA;NA;0,704301506;FALSE;FALSE;0,189545;3,615717337
NCP1;3,317227349;2,840106094;2,233021507;2,342146224;1,754891975;0,172173758;1,892382718;1,187679518;2,636437634;-0,846337546;-0,166353124;0,704301506;TRUE;TRUE;0,002505;3,695625657
INM1;2,948412966;2,471291711;1,656385719;1,62024019;1,574202875;0,749136477;1,170476685;0,465773484;3,150522263;-0,614125726;-0,136898144;0,704301506;FALSE;FALSE;-0,006745;3,487804252
AAP1;3,410102077;2,932980822;2,147985321;2,245068276;1,17125478;0,361293236;1,795304771;1,09060157;2,555604668;-0,557598631;NA;0,704301506;FALSE;NA;0,009415;3,517714743
YHK8;3,188928484;2,711807229;0,283301229;0,889861721;1,073492809;0,908536148;0,440098216;-0,264604984;2,267300723;NA;NA;0,704301506;FALSE;NA;0,011915;1,874204244
FSH1;2,864511081;2,387389826;2,212666929;2,101678351;1,554092651;0,18322851;1,651914846;0,947211645;3,309267196;-0,701911431;NA;0,704301506;FALSE;TRUE;0,009755;4,127987347
SMF2;3,217483944;2,740362689;1,476396827;1,712902125;1,580380144;0,628247019;1,26313862;0,558435419;2,608800457;NA;NA;0,704301506;FALSE;TRUE;NA;3,038744382
COX6;2,650307523;2,173186268;2,354914786;2,116209126;1,519160815;0,394631376;1,666445621;0,96174242;3,651187837;-0,651208532;NA;0,704301506;FALSE;FALSE;0,182325;4,484438762
CIC1;3,053462605;2,57634135;2,247629621;2,156730826;1,926532339;0,616117365;1,706967321;1,002264121;3,100225889;-0,789815295;NA;0,704301506;FALSE;TRUE;NA;3,973998515
CPR2;2,790988475;2,31386722;1,85672889;1,818093869;1,391349184;0,479387987;1,368330364;0,663627164;3,310436246;NA;NA;0,704301506;FALSE;FALSE;-0,00236;3,845571914
MED6;2,948412966;2,471291711;1,590395947;1,54863506;1,715426484;1,34732808;1,098871555;0,394168354;3,156137621;-0,640638897;NA;0,704301506;TRUE;TRUE;0,4200892;3,42181448
FYV4;2,59439255;2,117271296;1,96449534;1,718003168;1,447569426;0,966649182;1,268239663;0,563536463;3,714889321;NA;NA;0,704301506;FALSE;FALSE;0,207545;4,149934288
VMA22;2,737192643;2,260071388;1,893706293;1,821775467;1,335979642;0,369264658;1,372011962;0,667308762;3,397527883;NA;NA;0,704301506;FALSE;FALSE;NA;3,936345149
GIC1;2,975431809;2,498310554;1,349277527;1,462397998;1,547835419;1,148378504;1,012634493;0,307931292;2,974237421;NA;NA;0,704301506;FALSE;TRUE;-0,00625;3,153677218
RPP1;2,945468585;2,46834733;1,72542155;1,807264355;1,683565438;0,779649005;1,35750085;0,65279765;3,035478309;-0,740406121;NA;0,704301506;TRUE;TRUE;0,4200892;3,559784464
PAN5;3,056904851;2,579783597;2,10961229;2,118628415;1,576418838;0,22034209;1,66886491;0,96416171;2,996868723;-0,540682917;NA;0,704301506;FALSE;FALSE;NA;3,832538938
SSZ1;3,20871002;2,731588765;2,992336979;2,950228507;1,720037319;-0,094582221;2,500465002;1,795761802;2,896188152;-0,895171596;NA;0,704301506;FALSE;FALSE;0,32459;4,563458458
RRP3;3,177824972;2,700703717;2,001214325;1,949390007;1,709166055;0,702576852;1,499626501;0,794923301;2,936789047;NA;NA;0,704301506;TRUE;FALSE;0,4200892;3,603220852
HTD2;2,925827575;2,44870632;1,040997692;1,426836454;0,827705889;0,566792243;0,977072949;0,272369748;2,751123364;NA;NA;0,704301506;FALSE;NA;0,15775;2,895001617
DYS1;3,06595298;2,588831726;2,615234401;2,636247112;1,722197046;-0,094725426;2,186483607;1,481780407;2,975824009;-0,851705903;NA;0,704301506;TRUE;FALSE;0,4200892;4,32911292
RRP4;3,033423755;2,556302501;1,799478399;1,817367016;1,731441536;0,84076256;1,367603511;0,662900311;3,011477327;-0,7490923;NA;0,704301506;TRUE;FALSE;0,4200892;3,545886142
TRM5;3,176091259;2,698970004;1,644537058;1,61097938;1,489327156;0,970598973;1,161215875;0,456512674;2,920256119;-0,755104666;NA;0,704301506;TRUE;FALSE;0,4200892;3,248277298
PCL5;2,838849091;2,361727836;1,161667412;2,045753148;1,640787198;0,392572274;1,595989642;0,891286442;2,339854874;NA;NA;0,704301506;FALSE;TRUE;NA;3,102649821
ERG7;3,341632336;2,864511081;1,540829814;1,840168849;1,668010568;0,579405843;1,390405344;0,685702144;2,421818329;-0,673050006;NA;0,704301506;TRUE;FALSE;0,4200892;2,979028977
OSH3;3,475816413;2,998695158;1,404662701;1,826398782;1,332002884;0,874014582;1,376635277;0,671932077;2,165237205;-0,631062626;NA;0,704301506;FALSE;FALSE;-0,003145;2,708677787
QNS1;3,331427297;2,854306042;1,935204867;2,07415792;1,32461761;0,336596234;1,624394414;0,919691214;2,592409351;NA;NA;0,704301506;TRUE;FALSE;0,4200892;3,38360907
PPE1;3,080265627;2,603144373;0,931457871;1,179838928;0,844128239;0,482240123;0,730075423;0,025372222;2,734143015;NA;NA;0,704301506;FALSE;FALSE;-0,018315;2,631023742
PTC7;3,051152522;2,536558443;1,809963522;1,778006461;1,33865267;0,473669206;1,328242956;0,623539756;3,081067063;NA;NA;0,704301506;FALSE;NA;0,010005;3,576115323
NMD2;3,529301998;3,037426498;1,266936911;1,679972694;1,544085125;0,913197375;1,230209189;0,525505989;2,135206164;-0,624976871;NA;0,704301506;FALSE;FALSE;5E-06;2,532220658
IRE1;3,524785449;3,047664195;0,836956737;1,523356207;1,161093542;0,72744404;1,073592701;0,368889501;1,851604781;NA;NA;0,704301506;FALSE;FALSE;-0,00339;2,092002787
LRP1;2,744292983;2,267171728;2,056561852;1,812913357;1,588105934;0,580832199;1,363149851;0,658446651;3,562145212;NA;NA;0,704301506;FALSE;NA;0,250965;4,092100368
KSP1;3,489958479;3,012837225;1,455758203;1,996073654;1,573212579;0,779468712;1,546310149;0,841606949;2,032515769;-0,68877609;NA;0,704301506;TRUE;FALSE;-0,01093;2,745631223
SAM35;2,995635195;2,51851394;1,693111115;1,982452151;1,497462111;0,256001214;1,532688646;0,827985446;2,777813469;NA;NA;0,704301506;TRUE;NA;0,4200892;3,47730742
STE12;3,315340477;2,838219222;1,485011215;1,733036683;1,502255437;0,757134051;1,283273178;0,578569977;2,499423755;NA;NA;0,704301506;TRUE;FALSE;0,4200892;2,949502237
IPI1;3,002166062;2,525044807;1,581608366;1,621695462;1,756111227;0,843473049;1,171931957;0,467228757;3,020536542;-0,653255945;NA;0,704301506;TRUE;NA;0,4200892;3,359273803
NAM8;3,196452542;2,719331287;1,364175633;1,642860053;1,475114803;0,811967571;1,193096547;0,488393347;2,587652738;-0,707300997;NA;0,704301506;TRUE;FALSE;-0,00869;2,94755459
RTC3;2,526339277;2,049218023;1,961516011;1,722304787;0,696607575;0,101712028;1,272541282;0,567838081;3,775661647;-0,368404052;NA;0,704301506;FALSE;NA;-0,004815;4,215008233
RPF1;2,948412966;2,471291711;1,992597696;1,678609417;1,83720459;0,808675259;1,228845911;0,524142711;3,428365014;NA;NA;0,704301506;TRUE;FALSE;0,4200892;3,824016229
GAR1;2,790988475;2,31386722;2,764504906;2,353473829;2,090476948;0,412842015;1,903710324;1,199007123;3,682832301;NA;NA;0,704301506;FALSE;FALSE;NA;4,75334793
YNG2;2,92890769;2,451786436;1,43055877;1,482444792;1,488862149;0,964741194;1,032681287;0,327978086;3,081995987;NA;NA;0,704301506;FALSE;FALSE;NA;3,281482578
MSR1;3,286007122;2,808885867;0,81756537;1,420450859;1,32126466;0,958493301;0,970687354;0,265984154;2,173897088;NA;NA;0,704301506;FALSE;FALSE;0,2949;2,311389747
HXT1;3,233757363;2,756636108;2,312663866;2,218167748;1,79475207;0,955614435;1,768404243;1,063701043;2,923528455;NA;NA;0,704301506;FALSE;TRUE;-0,00564;3,858738002
SFB3;3,445604203;2,968482949;1,938069186;2,200631655;1,746321739;0,574330879;1,75086815;1,046164949;2,354623028;-0,85870704;NA;0,704301506;TRUE;FALSE;0,4200892;3,272296482
TRA1;4,050573077;3,573451822;1,436003536;2,02473189;1,514922128;0,645066074;1,574968384;0,870265184;1,423488269;NA;NA;0,704301506;FALSE;FALSE;NA;2,165261958
BIG1;3,039414119;2,526339277;1,326335861;1,34321159;0,894261228;0,570171426;0,893448085;0,188744885;3,042453438;NA;NA;0,704301506;TRUE;FALSE;0,4200892;3,102706828
KIC1;3,510946949;3,033825694;1,217483944;1,507451061;1,421079364;0,969185751;1,057687556;0,352984355;2,261875634;NA;NA;0,704301506;FALSE;FALSE;NA;2,486368495
SBE22;3,408070286;2,930949031;1,499412126;1,923036669;1,540742699;0,761185238;1,473273163;0,768569963;2,231094871;NA;NA;0,704301506;FALSE;FALSE;-0,00406;2,871173339
GRE3;2,992995098;2,515873844;2,197556213;2,098712931;1,21810371;0,332992652;1,648949425;0,944246225;3,168637884;-0,635261445;NA;0,704301506;FALSE;TRUE;0,006155;3,984392614
YPT35;2,809559715;2,33243846;1,239299479;1,086003706;0,541242438;1,015538543;0,6362402;-0,068463;3,406525759;NA;NA;0,704301506;FALSE;NA;-0,01011;3,209571264
TRR2;3,012415375;2,53529412;1,097604329;1,488550717;1,259001611;0,566071274;1,038787211;0,334084011;2,659427937;NA;NA;0,704301506;FALSE;TRUE;0,00454;2,865020453
CDC12;3,087781418;2,610660163;2,168114287;2,081203239;1,530165199;0,533313798;1,631439734;0,926736534;3,061919329;NA;NA;0,704301506;TRUE;FALSE;0,243;3,860164368
GGA2;3,245018871;2,767897616;2,203250524;2,249834042;1,637226699;0,371359394;1,800070536;1,095367336;2,771187311;-0,784098187;NA;0,704301506;FALSE;FALSE;0,013265;3,738063152
CTM1;3,245018871;2,767897616;0,834420704;1,117933835;1,0779463;1,116716988;0,66817033;-0,036532871;2,534257698;NA;NA;0,704301506;FALSE;FALSE;-0,01743;2,369233332
ERP5;2,805500858;2,328379603;1,741624258;1,977494969;1,425884439;0,241159621;1,527731464;0,823028264;3,02141813;-0,60791888;NA;0,704301506;FALSE;TRUE;-0,003655;3,715954898
UBA4;3,121559844;2,644438589;1,688508808;1,706632451;1,560308521;0,873237348;1,256868946;0,552165745;2,923106212;-0,718852958;NA;0,704301506;FALSE;NA;0,12047;3,346780463
APE4;3,168202747;2,691081492;1,831549852;1,874655733;1,292238459;0,259214754;1,424892227;0,720189027;2,851481072;NA;NA;0,704301506;FALSE;NA;-0,004355;3,443178604
