;lm;lp;wRPF;wmRNA;bmEser;amEser;bm;m;bp;cv;apExp;am;isEssential;hasTATA;YEPDFit;pEst
EDS1;3,440909082;2,963787827;-0,602059991;-0,017728767;-0,007190743;0,613753513;-0,467492272;-1,172195473;2,037549393;NA;NA;0,704301506;FALSE;FALSE;-0,02605;0,736862426
HMT1;3,019946682;2,542825427;2,209461395;2,23651207;1,934422796;0,550945885;1,786748564;1,082045364;3,015792343;-0,818299296;-0,014491744;0,704301506;FALSE;TRUE;-0,004725;3,969346212
PDX3;2,836956737;2,359835482;2,486883666;2,316871567;1,220391162;-0,030969734;1,867108062;1,162404862;3,395845061;NA;NA;0,704301506;FALSE;TRUE;0,13768;4,429758428
CSG2;3,090963077;2,613841822;2,074889548;2,121494186;1,67320875;0,555339487;1,671730681;0,967027481;2,925221985;-0,7780644;0,127615018;0,704301506;FALSE;FALSE;-0,023185;3,76375797
SCO1;2,948412966;2,471291711;1,625003601;1,609701102;1,43571491;0,823001136;1,159937597;0,455234397;3,129679233;NA;-0,250255008;0,704301506;FALSE;TRUE;0,084375;3,456422134
CHS2;3,461198289;2,984077034;1,725012725;1,852723911;1,419370187;0,773534026;1,402960406;0,698257205;2,473880226;NA;NA;0,704301506;TRUE;FALSE;0,4200892;3,043645936
ATP3;2,971275849;2,494154594;2,413433888;2,309246797;1,590225033;0,219836076;1,859483292;1,154780092;3,195700942;-0,536853863;NA;0,704301506;FALSE;FALSE;NA;4,221989539
FAT1;3,303196057;2,826074803;1,627365857;1,858356705;1,067034233;0,451757413;1,4085932;0,70389;2,528602794;NA;NA;0,704301506;FALSE;TRUE;-0,01065;3,104001298
CST26;3,077004327;2,599883072;1,522313795;1,780821176;1,370752111;0,472991555;1,331057671;0,62635447;2,727277992;NA;NA;0,704301506;FALSE;NA;-0,011465;3,225140967
QDR3;3,315970345;2,838849091;0,753583059;1,427972714;1,425313202;1,0747432;0,978209208;0,273506008;2,0724297;NA;0,141855457;0,704301506;FALSE;NA;-0,02485;2,217444212
TCM62;3,235275877;2,758154622;0,948901761;1,445292769;1,255155398;0,840474227;0,995529264;0,290826064;2,331122815;NA;NA;0,704301506;FALSE;FALSE;0,03214;2,493457383
GIP1;3,283301229;2,806179974;-0,13076828;0,773054693;0,344988331;0,76806377;0,323291188;-0,381412012;1,875665497;NA;NA;0,704301506;FALSE;FALSE;-0,01502;1,36576199
ZTA1;3,002166062;2,525044807;1,91307174;1,716086854;0,94520626;0,238612134;1,266323349;0,561620148;3,257608525;-0,586030028;1,317946716;0,704301506;FALSE;FALSE;-0,03605;3,690737178
FMP23;2,722633923;2,245512668;1,25163822;1,268577972;1,026691942;0,638693164;0,818814467;0,114111266;3,323216026;NA;NA;0,704301506;FALSE;NA;-0,03818;3,308835797
REB1;3,386142109;2,909020854;1,941014244;1,980321586;1,343842517;0,814774655;1,530558081;0,82585488;2,637340249;-0,784230292;0,539795465;0,704301506;TRUE;FALSE;0,4200892;3,334703634
REG2;3,007320953;2,530199698;0,40654018;0,668385917;0,543013564;0,737932738;0,218622411;-0,486080789;2,793623011;NA;NA;0,704301506;FALSE;TRUE;-0,007455;2,179050727
RFS1;2,80140371;2,324282455;2,363085243;2,27404233;1,274823264;0,124771625;1,824278825;1,119575625;3,350428903;-0,705203219;NA;0,704301506;FALSE;NA;-0,00633;4,341513032
YRO2;3,01494035;2,537819095;1,708250889;1,671450554;0,352610616;0,301174979;1,221687049;0,516983849;3,084649684;-0,405055263;-0,300101381;0,704301506;FALSE;TRUE;-0,03392;3,473142038
PRP6;3,431363764;2,954242509;1,174059808;1,601081728;1,447896987;0,797995581;1,151318223;0,446615022;2,204404016;NA;1,317946716;0,704301506;TRUE;TRUE;0,4200892;2,522527543
MUM2;3,041787319;2,564666064;1,447468131;1,486572151;1,440630161;0,901985508;1,036808645;0,332105445;2,981898361;NA;0,01691672;0,704301506;FALSE;FALSE;-0,023435;3,185512311
UBP14;3,370328008;2,893206753;1,644241586;1,789369154;1,293395469;0,607243471;1,339605648;0,634902448;2,547334124;NA;0,027912104;0,704301506;FALSE;FALSE;0,00793;3,053745077
AKL1;3,522052801;3,044931546;1,641474111;1,880813592;1,165946213;0,596101861;1,431050087;0,726346887;2,301397417;-0,672845488;-0,498294584;0,704301506;FALSE;FALSE;0,00787;2,899252809
ORC2;3,270212855;2,7930916;1,31993844;1,618152733;1,594086612;0,783911421;1,168389228;0,463686028;2,494362551;NA;0,221036703;0,704301506;TRUE;FALSE;0,4200892;2,829557084
TRM7;2,969881644;2,492760389;1,871748019;1,768933942;1,615383133;0,686660083;1,319170437;0,614467237;3,195722133;-0,613233584;0,027912104;0,704301506;FALSE;TRUE;NA;3,681697874
ECM2;3,039414119;2,562292864;1,291812687;1,563955465;1,177015555;1,320487394;1,11419196;0,409488759;2,751232803;NA;0,006192855;0,704301506;FALSE;FALSE;-0,009935;3,032230067
NRG2;2,821513528;2,344392274;1,764848357;1,682145076;1,471407984;0,885914143;1,232381571;0,527678371;3,323979452;NA;0,618976711;0,704301506;FALSE;TRUE;-0,00532;3,723166328
TIP1;2,80140371;2,324282455;2,68635022;2,353493073;1,834785079;-0,051787279;1,903729568;1,199026368;3,594243136;-0,538276431;-0,74837921;0,704301506;FALSE;TRUE;-0,02034;4,664778009
BAP2;3,26245109;2,785329835;2,276576682;2,443779139;2,15714542;1,062171821;1,994015634;1,289312433;2,633136153;-0,80924822;0,363704206;0,704301506;FALSE;TRUE;-0,02038;3,793957091
TAT1;3,269512944;2,792391689;2,204282813;2,432905184;1,964446895;0,769213261;1,983141678;1,278438478;2,564654384;-0,791961951;-0,004272579;0,704301506;FALSE;TRUE;0,13301;3,714601367
ALG14;2,853698212;2,376576957;1,522704993;1,686546899;1,366891541;0,485444417;1,236783394;0,532080194;3,045249582;NA;-0,014491744;0,704301506;TRUE;NA;0,4200892;3,44883828
HSP26;2,809559715;2,33243846;2,004837061;1,768193962;0,45633873;-1,370325926;1,318430456;0,613727256;3,489873084;NA;NA;0,704301506;FALSE;TRUE;-0,022665;3,975108845
RDH54;3,458939862;2,981818607;1,512417549;1,902166129;1,612697868;0,791647789;1,452402624;0,747699424;2,214101257;NA;0,141855457;0,704301506;FALSE;TRUE;-0,00859;2,833309186
PFF1;3,467015818;2,989894564;1,662757832;1,929009985;1,276449971;0,541156511;1,47924648;0,77454328;2,329521727;NA;NA;0,704301506;FALSE;NA;-0,017225;2,975573512
SLM4;2,689308859;2,212187604;1,905849827;1,846213364;1,703729821;0,762124358;1,396449859;0,691746658;3,433117303;-0,726420054;-1,112612054;0,704301506;FALSE;NA;0,070015;3,996372467
ECM33;3,209515015;2,633468456;3,270650891;3,083835738;2,181014723;0,140877948;2,634072233;1,929369032;3,139015143;NA;NA;0,704301506;FALSE;TRUE;0,049275;4,93989268
RPG1;3,461648568;2,984527313;2,416274281;2,514268758;1,847034093;0,526492571;2,064505253;1,359802053;2,503146654;-0,895001051;NA;0,704301506;TRUE;FALSE;0,4200892;3,734457212
SEC18;3,357363031;2,880241776;2,038421446;2,046182891;1,48759095;0,428886684;1,596419386;0,891716185;2,697665224;-0,768020973;0,050774987;0,704301506;TRUE;FALSE;0,4200892;3,460889914
SPT7;3,601951404;3,124830149;1,260309946;1,637289548;1,419772881;0,81116297;1,187526042;0,482822842;2,083858694;-0,523023534;-0,666580598;0,704301506;FALSE;TRUE;NA;2,438190041
UBC4;2,733999287;2,173186268;3,09131516;2,708505881;2,120721604;0,206893406;2,258742376;1,554039175;3,795291455;-0,867900478;0,539795465;0,704301506;FALSE;FALSE;NA;5,220839136
TEC1;3,164650216;2,687528961;1,698100546;1,727297203;1,868257104;0,892159234;1,277533698;0,572830497;2,868942827;NA;NA;0,704301506;FALSE;TRUE;-0,022945;3,313281829
MIS1;3,466571072;2,989449818;2,186617352;2,426299756;1,606558133;0,372213645;1,97653625;1,27183305;2,356536224;-0,64694976;-0,244346149;0,704301506;FALSE;FALSE;-0,00974;3,499877779
AAC3;2,965671971;2,488550717;1,379305518;1,372359583;1,145081789;0,667553921;0,922596077;0,217892877;3,104063664;NA;0,296757417;0,704301506;FALSE;FALSE;NA;3,193465046
IST2;3,453471234;2,976349979;1,923036669;2,239299479;1,556666879;0,47246372;1,789535974;1,084832774;2,293055656;-0,645891561;-1,064070327;0,704301506;FALSE;FALSE;NA;3,249396934
RFC5;3,027349608;2,550228353;1,710117365;1,777571805;1,604210769;0,537581634;1,327808299;0,623105099;2,967985652;-0,571460269;-0,520902375;0,704301506;TRUE;FALSE;0,4200892;3,462599256
POL30;2,890421019;2,413299764;2,446428425;2,247089056;2,027145972;0,558576799;1,797325551;1,092622351;3,371708049;NA;NA;0,704301506;TRUE;TRUE;0,4200892;4,335838905
TIM12;2,51851394;2,041392685;1,887673552;1,794557751;1,807842901;0,912570747;1,344794246;0,640091046;3,637391561;NA;NA;0,704301506;TRUE;NA;0,4200892;4,148991112
PBY1;3,354492601;2,877371346;1,508933526;1,650307523;1,333705542;0,684538543;1,200544018;0,495840818;2,566923102;NA;1,317946716;0,704301506;FALSE;NA;-0,025455;2,934272424
RXT2;3,111598525;2,63447727;1,390228362;1,531351165;1,359052133;0,970746663;1,081587659;0,376884459;2,810068373;-0,54090921;-0,238355785;0,704301506;FALSE;NA;NA;3,058461337
VPS15;3,639984248;3,162862993;0,91750551;1,429429264;1,119948121;0,849138265;0,979665759;0,274962559;1,910881697;NA;1,317946716;0,704301506;FALSE;TRUE;NA;2,057352761
MMS4;3,317227349;2,840106094;0,802089258;1,12904506;1,022969059;0,975217152;0,679281555;-0,025421646;2,418606549;NA;NA;0,704301506;FALSE;FALSE;0,056125;2,264693408
FES1;2,941014244;2,463892989;2,071587471;2,021396057;2,192842982;0,796524404;1,571632552;0,866929351;3,17196687;-0,832239734;-0,568544009;0,704301506;FALSE;NA;0,00079;3,910404726
EXO84;3,354492601;2,877371346;1,464042205;1,594944737;1,222907834;1,040697225;1,145181231;0,440478031;2,577394568;-0,653842698;NA;0,704301506;TRUE;FALSE;0,4200892;2,889381104
SIF2;3,206286044;2,72916479;1,352375495;1,538950562;1,506965725;0,886263735;1,089187057;0,384483856;2,669928588;NA;0,027912104;0,704301506;FALSE;FALSE;0,02866;2,92592095
YMC2;2,995635195;2,51851394;1,642860053;1,653501947;1,723207549;0,693527063;1,203738442;0,499035241;3,056512611;NA;0,414856729;0,704301506;FALSE;FALSE;-0,00652;3,427056357
VID24;3,03702788;2,559906625;1,332034277;1,491361694;1,542110154;1,205532402;1,041598189;0,336894988;2,866434403;-0,696372024;NA;0,704301506;FALSE;TRUE;0,00565;3,074837896
PHO88;2,753583059;2,276461804;3,08535124;3,065807445;2,009617814;-0,00768031;2,61604394;1,911340739;3,328750436;-0,899112745;-0,385344662;0,704301506;FALSE;FALSE;0,255795;5,11159968
IML3;2,868056362;2,390935107;0,825426118;1,31993844;1,172497833;0,884756619;0,870174935;0,165471734;2,700221016;NA;NA;0,704301506;FALSE;TRUE;0,010175;2,737201255
AIM3;3,453929592;2,976808337;1,250663919;1,332842267;0,514440852;0,866249402;0,883078762;0,178375561;2,52668176;NA;NA;0,704301506;FALSE;NA;-0,02032;2,576565826
CMD1;2,64738297;2,170261715;2,86888532;2,606123292;1,883236638;0,03663759;2,156359787;1,451656586;3,678168758;NA;NA;0,704301506;TRUE;FALSE;0,4200892;5,001333849
ALG1;3,130333768;2,653212514;1,590953235;1,820135752;1,215884556;0,449831468;1,370372247;0,665669046;2,703273415;-0,608623761;NA;0,704301506;TRUE;TRUE;0,4200892;3,240450966
YSA1;2,84260924;2,365487985;2,31825121;2,272954945;1,508912457;-0,090676951;1,82319144;1,118488239;3,265476725;NA;-0,668825019;0,704301506;FALSE;TRUE;NA;4,25547347
RAD16;3,375297738;2,898176483;0,866287339;1,246252312;1,132080387;1,097926955;0,796488807;0,091785607;2,307526988;NA;0,100462772;0,704301506;FALSE;TRUE;-0,00305;2,2708211
LYS2;3,621072371;3,143951116;1,958898195;2,074779882;1,285302803;0,38190614;1,625016377;0,920313177;2,325835641;-0,682354457;-0,44920915;0,704301506;FALSE;TRUE;NA;3,117657323
TKL2;3,310905629;2,833784375;-0,346787486;0,089905111;-0,107803511;0,237337811;-0,359858394;-1,064561594;2,315191473;NA;NA;0,704301506;FALSE;TRUE;NA;1,122138383
MUD1;2,993876915;2,475671188;1,447623098;1,492061605;1,370599639;0,905409982;1,042298099;0,337594899;3,06555875;NA;NA;0,704301506;FALSE;FALSE;-0,011225;3,274662154
CBP6;2,689308859;2,212187604;1,702688968;1,582971929;1,597692262;1,127719075;1,133208424;0,428505224;3,49319788;-0,707522406;-1,351834899;0,704301506;FALSE;TRUE;-0,009825;3,793211608
GRS1;3,301897717;2,824776462;2,800132587;2,854111629;1,886481989;0,023752295;2,404348124;1,699644923;2,70691294;-0,865982354;-0,024475965;0,704301506;TRUE;FALSE;0,4200892;4,278066368
MRPL36;2,727541257;2,250420002;1,995547449;1,975615598;1,896575674;0,683677799;1,525852093;0,821148892;3,355180294;-0,670500424;0,17181868;0,704301506;FALSE;FALSE;NA;4,047837691
TFC1;3,290034611;2,812913357;1,374198258;1,493736802;1,368173336;0,832089568;1,043973297;0,339270097;2,653216544;NA;0,276554031;0,704301506;TRUE;FALSE;0,4200892;2,863995146
PTC4;3,072617477;2,595496222;1,474070503;1,680879174;1,490282605;0,938982437;1,231115669;0,526412469;2,783363552;NA;-0,173414978;0,704301506;FALSE;TRUE;-0,03984;3,181284526
TPS1;3,172602931;2,695481676;2,494669318;2,315550534;1,343533643;0,268221886;1,865787029;1,161083829;3,069305552;-0,67223251;NA;0,704301506;FALSE;TRUE;0,18836;4,101897885
VMA2;3,191451014;2,71432976;3,051164103;3,008148611;1,705089933;-0,240825984;2,558385106;1,853681906;2,914354177;-0,923541612;0,156578714;0,704301506;FALSE;FALSE;0,14188;4,639544588
ATG14;3,01494035;2,537819095;0,451786436;0,757396029;0,400556556;0,863233235;0,307632524;-0,397070677;2,742239757;NA;NA;0,704301506;FALSE;NA;0,01945;2,216677585
OPY1;2,994317153;2,517195898;1,388988785;1,670338641;1,348212772;0,854169045;1,220575136;0,515871936;2,787122691;NA;0,664734202;0,704301506;FALSE;TRUE;-0,003365;3,174503131
SHE3;3,106530854;2,629409599;1,684576087;1,897462138;1,620320561;0,731985997;1,447698633;0,742995432;2,743372795;-0,720561212;-0,226121329;0,704301506;FALSE;FALSE;-0,012085;3,357876733
CCZ1;3,325310372;2,848189117;0,942999593;1,230193379;1,362059541;0,95261023;0,780429874;0,075726673;2,450285543;NA;0,141855457;0,704301506;FALSE;FALSE;0,00513;2,397520721
AGP2;3,253095586;2,775974331;1,278524965;1,529686954;0,844271582;0,941020801;1,079923449;0,375220248;2,558532125;-0,612165428;-0,330413295;0,704301506;FALSE;TRUE;NA;2,805260878
HSL7;3,395151592;2,918030337;1,28780173;1,831485839;1,365756571;0,796903649;1,381722334;0,677019134;2,123953999;NA;0,472848676;0,704301506;FALSE;TRUE;0,063455;2,672481637
CKS1;2,656098202;2,178976947;2,07773118;1,920853496;1,509841225;0,400376809;1,471089991;0,766386791;3,563569181;NA;-0,097026632;0,704301506;TRUE;TRUE;0,4200892;4,201464477
MEC1;3,851686315;3,374565061;0,617000341;1,411788005;0,960495951;0,617954069;0,962024499;0,257321299;1,416315721;NA;NA;0,704301506;TRUE;FALSE;0,4200892;1,545145525
IRA1;3,967501175;3,49037992;1,099335278;1,804343918;1,225296895;0,435778393;1,354580413;0,649877213;1,390279884;NA;NA;0,704301506;TRUE;FALSE;0,4200892;1,911665602
BMT2;3,006037955;2,5289167;1,3232521;1,331832044;1,412123774;0,850685171;0,882068539;0,177365339;3,0481718;NA;0,505033359;0,704301506;FALSE;NA;-0,002805;3,097045644
MAK5;3,365862215;2,888740961;1,68069803;1,852357984;1,877477763;0,6451435;1,402594478;0,697891278;2,52526753;-0,717717844;-0,48482701;0,704301506;TRUE;FALSE;0,4200892;3,094667313
SUP45;3,118595365;2,641474111;2,713952313;2,690204943;1,786909337;0,295284519;2,240441438;1,535738238;2,967941704;-0,953504836;-0,173414978;0,704301506;TRUE;FALSE;0,4200892;4,375188447
ADH5;3,023663918;2,546542663;1,294025094;1,379849179;1,325755372;0,757783814;0,930085674;0,225382473;2,953301697;NA;NA;0,704301506;FALSE;TRUE;-0,002385;3,050192675
MRPS9;2,922725458;2,445604203;1,8874485;1,964872209;1,719294704;0,743532564;1,515108703;0,810405503;3,062640533;NA;NA;0,704301506;FALSE;TRUE;0,009135;3,744554541
RTC2;2,949877704;2,472756449;0,31386722;0,367355921;0,144781729;0,730818614;-0,082407584;-0,787110785;3,059423295;NA;NA;0,704301506;FALSE;NA;-0,000265;2,143821015
YSW1;3,26245109;2,785329835;0,399673721;0,671172843;0,260233201;0,719080934;0,221409338;-0,483293863;2,528839489;NA;0,363704206;0,704301506;FALSE;TRUE;-0,00464;1,917054131
ARA1;3,01494035;2,537819095;2,396704858;2,319293484;1,015862441;-0,186277756;1,869529979;1,164826779;3,125260723;-0,476123524;-0,363294522;0,704301506;FALSE;TRUE;0,00775;4,161596007
APD1;2,978180517;2,501059262;1,91981002;2,064570292;1,374929654;0,287257958;1,614806787;0,910103587;2,939848911;-0,594056319;-0,121385978;0,704301506;FALSE;TRUE;-0,004175;3,721461002
SPP381;2,942504106;2,465382851;1,280122896;1,355259906;0,745361308;1,240108272;0,9054964;0,2007932;3,045148584;-0,613322716;-0,034235802;0,704301506;TRUE;FALSE;0,4200892;3,117450289
RIB7;2,866287339;2,389166084;1,144262774;1,447778009;1,532195126;1,216631349;0,998014504;0,293311304;2,892987125;NA;NA;0,704301506;TRUE;FALSE;0,4200892;3,057806934
RPB5;2,811575006;2,334453751;2,56894057;2,368249685;1,980545938;0,606690155;1,918486179;1,213782979;3,451905579;NA;NA;0,704301506;TRUE;FALSE;0,4200892;4,537197063
CNS1;3,063708559;2,586587305;1,881099218;1,796851749;1,482996001;0,409345657;1,347088244;0,642385044;3,08332861;-0,727346303;0,100462772;0,704301506;TRUE;TRUE;0,4200892;3,597222158
SLI15;3,32159843;2,844477176;0,927370363;1,263162465;1,386231147;1,049085184;0,81339896;0,108695759;2,405399167;NA;0,505033359;0,704301506;FALSE;TRUE;0,04496;2,385603432
ICS2;2,88536122;2,408239965;1,410608543;1,580012113;1,102560339;1,118748933;1,130248607;0,425545407;3,00802491;NA;NA;0,704301506;FALSE;TRUE;0,005195;3,305078822
AMN1;3,217483944;2,740362689;1,880070084;2,381944955;2,037189359;0,746812111;1,932181449;1,227478249;2,343430885;NA;0,38852779;0,704301506;TRUE;NA;-0,00527;3,442417639
IFA38;3,018700499;2,541579244;2,333689042;2,340126706;1,598806423;0,21844159;1,890363201;1,185660001;3,037651537;-0,853716887;-1,375780233;0,704301506;FALSE;NA;-0,01517;4,094820042
CDC28;2,952792443;2,475671188;1,957415715;1,829625353;1,799640397;0,738165967;1,379861848;0,675158648;3,237787618;-0,831060786;NA;0,704301506;TRUE;FALSE;0,4200892;3,784454771
