Duplication;ORF;HM.Stynen;list.Biogrid.HM.Pubmed.id;n.Biogrid.study;n.Biogrid.HM;HM.Biogrid;HM.Kim;HM.PCA;HM.final
S;YDL121C;NA;NA;NA;NA;NA;0;NA;0
S;YDL129W;0;NA;NA;NA;NA;0;NA;0
S;YDL133W;1;NA;NA;NA;NA;0;NA;1
S;YDL135C;0;NA;NA;NA;NA;0;NA;0
S;YDL139C;NA;NA;"Reconstituted Complex(22139014);Two-hybrid(17548816);Two-hybrid(17634282)";3;1;0;NA;1
S;YDL141W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YDL144C;NA;NA;"Affinity Capture-MS(22940862);Two-hybrid(18719252)";2;2;0;NA;1
S;YDL146W;NA;NA;NA;NA;NA;0;NA;0
S;YDL149W;0;NA;"Affinity Capture-MS(23904270);Affinity Capture-Western(18829864);Reconstituted Complex(18829864);Two-hybrid(17426440);Two-hybrid(19337029)";5;4;0;NA;1
S;YDL150W;NA;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
S;YDL153C;0;NA;Two-hybrid(20884785);1;1;0;NA;1
S;YDL157C;NA;NA;NA;NA;NA;0;NA;0
S;YDL159W-A;0;NA;NA;NA;NA;0;NA;0
S;YDL160C-A;NA;NA;Affinity Capture-MS(22561346);1;0;NA;NA;0
S;YDL162C;NA;NA;NA;NA;NA;0;NA;0
S;YDL166C;0;NA;Two-hybrid(18719252);1;0;0;NA;0
S;YDL169C;0;NA;NA;NA;NA;0;NA;0
S;YDL172C;NA;NA;NA;NA;NA;0;NA;0
S;YDL173W;NA;NA;NA;NA;NA;0;NA;0
S;YDL176W;0;NA;NA;NA;NA;0;NA;0
S;YDL180W;0;NA;NA;NA;NA;0;NA;0
S;YDL183C;NA;NA;NA;NA;NA;0;NA;0
S;YDL185C-A;NA;NA;NA;NA;NA;0;NA;0
S;YDL186W;0;NA;NA;NA;NA;0;NA;0
S;YDL187C;NA;NA;NA;NA;NA;0;NA;0
S;YDL189W;0;NA;"Reconstituted Complex(19345193);Two-hybrid(18719252)";2;1;0;NA;1
S;YDL190C;0;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(16554755);Biochemical Activity(17890322);Two-hybrid(16401726)";4;1;0;NA;1
S;YDL193W;NA;NA;NA;NA;NA;0;NA;0
S;YDL196W;NA;NA;NA;NA;NA;0;NA;0
S;YDL200C;NA;NA;NA;NA;NA;0;NA;0
S;YDL201W;0;NA;NA;NA;NA;0;NA;0
S;YDL202W;NA;NA;NA;NA;NA;0;NA;0
S;YDL205C;NA;NA;NA;NA;NA;0;NA;0
S;YDL207W;1;NA;"Affinity Capture-MS(18046405);PCA(18467557);Reconstituted Complex(18046405);Reconstituted Complex(24243016)";4;2;1;NA;1
S;YDL212W;1;NA;"Affinity Capture-MS(22940862);PCA(18467557);PCA(22615397)";3;2;0;NA;1
S;YDL213C;NA;NA;"Affinity Capture-MS(11805837);PCA(18467557)";2;0;NA;NA;0
S;YDL215C;NA;NA;NA;NA;NA;1;NA;1
S;YDL219W;1;NA;NA;NA;NA;0;NA;1
S;YDL220C;0;NA;"Affinity Capture-MS(11805837);Affinity Capture-Western(19532124);Affinity Capture-Western(20877309);Co-crystal Structure(20837709);Co-crystal Structure(20877309);Reconstituted Complex(19532124);Reconstituted Complex(20837709);Reconstituted Complex(20877309);Reconstituted Complex(23177925);Two-hybrid(20877309)";10;8;0;NA;1
S;YDL221W;NA;NA;NA;NA;NA;0;NA;0
S;YDL228C;NA;NA;NA;NA;NA;0;NA;0
S;YDL231C;0;NA;NA;NA;NA;0;NA;0
S;YDL232W;NA;NA;"PCA(16093310);PCA(16096345)";2;1;0;NA;1
S;YDL233W;0;NA;NA;NA;NA;0;NA;0
S;YDL235C;0;NA;NA;NA;NA;0;NA;0
S;YDL236W;1;NA;Two-hybrid(18719252);1;1;0;NA;1
S;YDL237W;0;NA;NA;NA;NA;0;NA;0
S;YDL238C;NA;NA;NA;NA;NA;0;NA;0
S;YDL240C-A;NA;NA;NA;NA;NA;0;NA;0
S;YDL241W;0;NA;NA;NA;NA;0;NA;0
S;YDL242W;NA;NA;NA;NA;NA;0;NA;0
S;YDL247W-A;NA;NA;NA;NA;NA;0;NA;0
S;YDR003W-A;0;NA;NA;NA;NA;NA;NA;0
S;YDR005C;NA;NA;Two-hybrid(20817737);1;1;0;NA;1
S;YDR006C;0;NA;NA;NA;NA;0;NA;0
S;YDR007W;0;NA;NA;NA;NA;0;NA;0
S;YDR008C;NA;NA;NA;NA;NA;0;NA;0
S;YDR010C;NA;NA;NA;NA;NA;0;NA;0
S;YDR013W;0;NA;Two-hybrid(23499531);1;0;0;NA;0
S;YDR014W-A;NA;NA;"Reconstituted Complex(22115747);Two-hybrid(16818607);Two-hybrid(22115747)";3;2;NA;NA;1
S;YDR015C;NA;NA;NA;NA;NA;0;NA;0
S;YDR016C;0;NA;"Affinity Capture-MS(16554755);Reconstituted Complex(12925767);Reconstituted Complex(19065263);Two-hybrid(11283351);Two-hybrid(17634282)";5;1;0;NA;1
S;YDR019C;0;NA;NA;NA;NA;0;NA;0
S;YDR024W;NA;NA;NA;NA;NA;0;NA;0
S;YDR029W;NA;NA;NA;NA;NA;0;NA;0
S;YDR031W;0;NA;NA;NA;NA;0;NA;0
S;YDR034C-A;0;NA;NA;NA;NA;0;NA;0
S;YDR041W;NA;NA;NA;NA;NA;0;NA;0
S;YDR042C;0;NA;NA;NA;NA;0;NA;0
S;YDR044W;0;NA;"Affinity Capture-MS(16554755);Two-hybrid(18719252)";2;1;0;NA;1
S;YDR047W;1;NA;"PCA(18467557);Two-hybrid(18719252)";2;2;0;NA;1
S;YDR048C;NA;NA;NA;NA;NA;0;NA;0
S;YDR050C;NA;NA;"Co-crystal Structure(18439027);Co-crystal Structure(22949845);Reconstituted Complex(18300228);Reconstituted Complex(18439027)";4;4;0;NA;1
S;YDR051C;0;NA;"Two-hybrid(10688190);Two-hybrid(18719252)";2;2;0;NA;1
S;YDR052C;0;NA;"Affinity Capture-MS(16554755);Two-hybrid(9407029);Two-hybrid(9790600)";3;2;0;NA;1
S;YDR053W;NA;NA;NA;NA;NA;0;NA;0
S;YDR056C;NA;NA;NA;NA;NA;0;NA;0
S;YDR057W;0;NA;"Co-crystal Structure(22262864);Reconstituted Complex(22262864)";2;2;0;NA;1
S;YDR058C;0;NA;NA;NA;NA;0;NA;0
S;YDR063W;0;NA;Two-hybrid(18719252);1;0;0;NA;0
S;YDR065W;NA;NA;NA;NA;NA;0;NA;0
S;YDR068W;1;NA;"PCA(18467557);PCA(22615397)";2;2;0;NA;1
S;YDR070C;0;NA;NA;NA;NA;0;NA;0
S;YDR071C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(20826334);Two-hybrid(10688190)";3;0;0;NA;0
S;YDR073W;NA;NA;NA;NA;NA;0;NA;0
S;YDR076W;0;NA;"Affinity Capture-Western(26215801);Two-hybrid(24339919);Two-hybrid(26215801)";3;0;0;NA;0
S;YDR078C;0;NA;Two-hybrid(11283351);1;0;0;NA;0
S;YDR079C-A;NA;NA;"Reconstituted Complex(19172752);Reconstituted Complex(19897425)";2;1;0;NA;1
S;YDR079W;0;NA;NA;NA;NA;0;NA;0
S;YDR080W;0;NA;"Affinity Capture-Western(10725336);Affinity Capture-Western(22754631);Affinity Capture-Western(25324549);Reconstituted Complex(11160821)";4;2;NA;NA;1
S;YDR083W;NA;NA;Affinity Capture-MS(14759368);1;1;0;NA;1
S;YDR084C;0;NA;Two-hybrid(11283351);1;0;0;NA;0
S;YDR086C;NA;NA;PCA(16093310);1;0;0;NA;0
S;YDR087C;0;NA;"Affinity Capture-MS(15100437);Affinity Capture-MS(16554755);Two-hybrid(25877921)";3;1;NA;NA;1
S;YDR095C;NA;NA;NA;NA;NA;0;NA;0
S;YDR100W;1;NA;"PCA(18467557);Two-hybrid(18719252)";2;1;1;NA;1
S;YDR101C;0;NA;"Affinity Capture-MS(14759368);Affinity Capture-Western(16651379);Affinity Capture-Western(19737519);Affinity Capture-Western(23142978);Two-hybrid(16651379)";5;2;NA;NA;1
S;YDR104C;0;NA;NA;NA;NA;0;NA;0
S;YDR105C;1;NA;NA;NA;NA;0;NA;1
S;YDR106W;0;NA;"Affinity Capture-Western(16291862);Two-hybrid(16291862)";2;0;0;NA;0
S;YDR108W;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(21453443)";2;0;0;NA;0
S;YDR112W;NA;NA;NA;NA;NA;0;NA;0
S;YDR113C;0;NA;Protein-peptide(11967834);1;1;0;NA;1
S;YDR114C;NA;NA;NA;NA;NA;0;NA;0
S;YDR115W;NA;NA;NA;NA;NA;0;NA;0
S;YDR116C;NA;NA;NA;NA;NA;0;NA;0
S;YDR117C;0;NA;Affinity Capture-MS(14759368);1;1;0;NA;1
S;YDR118W;0;NA;"Affinity Capture-MS(12477395);Affinity Capture-MS(15060174);Affinity Capture-MS(16554755);Affinity Capture-MS(9469814);Affinity Capture-Western(12477395);Affinity Capture-Western(21186364);Two-hybrid(17634282)";7;2;NA;NA;1
S;YDR123C;NA;NA;NA;NA;NA;0;NA;0
S;YDR124W;NA;NA;NA;NA;NA;0;NA;0
S;YDR127W;NA;NA;NA;NA;NA;0;NA;0
S;YDR129C;NA;NA;"Affinity Capture-MS(11805837);PCA(18467557)";2;0;NA;NA;0
S;YDR130C;NA;NA;"Affinity Capture-Western(17804403);Protein-peptide(11967834);Two-hybrid(11931638)";3;3;0;NA;1
S;YDR133C;NA;NA;NA;NA;NA;0;NA;0
S;YDR136C;NA;NA;NA;NA;NA;0;NA;0
S;YDR137W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YDR140W;0;NA;Two-hybrid(11283351);1;0;0;NA;0
S;YDR141C;0;NA;"Affinity Capture-Western(20477991);PCA(18467557)";2;1;NA;NA;1
S;YDR149C;NA;NA;NA;NA;NA;0;NA;0
S;YDR152W;1;NA;Affinity Capture-MS(14759368);1;1;0;NA;1
S;YDR154C;NA;NA;NA;NA;NA;0;NA;0
S;YDR156W;NA;NA;"Affinity Capture-MS(16554755);PCA(18467557)";2;1;NA;NA;1
S;YDR157W;NA;NA;NA;NA;NA;0;NA;0
S;YDR158W;NA;NA;NA;NA;NA;0;NA;0
S;YDR159W;NA;NA;"Affinity Capture-MS(17922018);Affinity Capture-Western(19328066);Two-hybrid(22875988)";3;1;0;NA;1
S;YDR161W;0;NA;NA;NA;NA;0;NA;0
S;YDR167W;0;NA;"Affinity Capture-MS(10788514);Affinity Capture-MS(12052880);Affinity Capture-MS(16554755);Affinity Capture-Western(10788514);Affinity Capture-Western(8662725);Two-hybrid(8662725)";6;2;0;NA;1
S;YDR179C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(21289098);Affinity Capture-Western(21289098);Two-hybrid(10688190);Two-hybrid(12446563);Two-hybrid(12672462)";6;0;0;NA;0
S;YDR179W-A;NA;NA;NA;NA;NA;0;NA;0
S;YDR184C;NA;NA;NA;NA;NA;0;NA;0
S;YDR187C;NA;NA;NA;NA;NA;0;NA;0
S;YDR193W;NA;NA;NA;NA;NA;0;NA;0
S;YDR194W-A;0;NA;NA;NA;NA;NA;NA;0
S;YDR195W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YDR196C;NA;NA;"Reconstituted Complex(23789928);Two-hybrid(23789928)";2;0;0;NA;0
S;YDR199W;NA;NA;NA;NA;NA;0;NA;0
S;YDR202C;1;NA;NA;NA;NA;0;NA;1
S;YDR203W;NA;NA;NA;NA;NA;0;NA;0
S;YDR204W;0;NA;NA;NA;NA;0;NA;0
S;YDR209C;NA;NA;NA;NA;NA;0;NA;0
S;YDR210W;0;NA;NA;NA;NA;NA;NA;0
S;YDR215C;NA;NA;NA;NA;NA;0;NA;0
S;YDR219C;0;NA;NA;NA;NA;0;NA;0
S;YDR229W;NA;NA;Two-hybrid(22875988);1;0;1;NA;1
S;YDR230W;NA;NA;NA;NA;NA;0;NA;0
S;YDR231C;NA;NA;NA;NA;NA;0;NA;0
S;YDR236C;NA;NA;NA;NA;NA;0;NA;0
S;YDR239C;0;NA;NA;NA;NA;NA;NA;0
S;YDR240C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(29051543)";2;1;0;NA;1
S;YDR241W;NA;NA;NA;NA;NA;0;NA;0
S;YDR246W;0;NA;Two-hybrid(17027922);1;0;0;NA;0
S;YDR248C;0;NA;NA;NA;NA;0;NA;0
S;YDR249C;NA;NA;NA;NA;NA;0;NA;0
S;YDR250C;NA;NA;NA;NA;NA;0;NA;0
S;YDR254W;NA;NA;"Affinity Capture-MS(16554755);Affinity Capture-MS(22561346);Reconstituted Complex(24075991);Reconstituted Complex(24311582);Two-hybrid(17634282)";5;1;0;NA;1
S;YDR262W;0;NA;NA;NA;NA;0;NA;0
S;YDR266C;0;NA;Protein-peptide(11967834);1;1;0;NA;1
S;YDR271C;NA;NA;NA;NA;NA;0;NA;0
S;YDR274C;NA;NA;NA;NA;NA;0;NA;0
S;YDR278C;NA;NA;NA;NA;NA;0;NA;0
S;YDR279W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YDR280W;NA;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755)";2;1;0;NA;1
S;YDR281C;0;NA;NA;NA;NA;0;NA;0
S;YDR286C;0;NA;NA;NA;NA;0;NA;0
S;YDR288W;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YDR296W;0;NA;NA;NA;NA;0;NA;0
S;YDR298C;0;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
S;YDR301W;0;NA;"Affinity Capture-MS(16554755);Reconstituted Complex(12853609)";2;0;0;NA;0
S;YDR302W;0;NA;NA;NA;NA;0;NA;0
S;YDR306C;0;NA;Biochemical Activity(14747994);1;1;0;NA;1
S;YDR308C;0;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(16758199);Two-hybrid(16758199)";3;1;0;NA;1
S;YDR311W;0;NA;"Affinity Capture-MS(15837426);Affinity Capture-MS(16554755);Two-hybrid(10688190)";3;1;0;NA;1
S;YDR315C;0;NA;NA;NA;NA;0;NA;0
S;YDR316W;NA;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
S;YDR317W;NA;NA;NA;NA;NA;0;NA;0
S;YDR320C-A;NA;NA;"FRET(24930965);Two-hybrid(22875988)";2;1;NA;NA;1
S;YDR322C-A;1;NA;"Affinity Capture-Western(12377768);Affinity Capture-Western(16716082);Affinity Capture-Western(19635484)";3;3;1;NA;1
S;YDR328C;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(16432255);Affinity Capture-Western(19073600);Reconstituted Complex(10352012);Reconstituted Complex(14747994);Reconstituted Complex(19073600);Two-hybrid(10688190);Two-hybrid(19073600)";8;4;0;NA;1
S;YDR329C;1;NA;"PCA(12876220);PCA(19822674)";2;2;0;NA;1
S;YDR331W;1;NA;"Affinity Capture-Western(28374821);PCA(16093310);Reconstituted Complex(28374821)";3;1;NA;NA;1
S;YDR333C;NA;NA;Affinity Capture-MS(28298488);1;1;0;NA;1
S;YDR335W;NA;NA;Two-hybrid(18719252);1;0;0;NA;0
S;YDR344C;NA;NA;NA;NA;NA;0;NA;0
S;YDR350C;0;NA;NA;NA;NA;0;NA;0
S;YDR354W;1;NA;NA;NA;NA;0;NA;1
S;YDR357C;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YDR360W;NA;NA;NA;NA;NA;0;NA;0
S;YDR361C;NA;NA;"Affinity Capture-MS(14759368);Two-hybrid(18719252)";2;1;1;NA;1
S;YDR362C;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YDR363W;0;NA;NA;NA;NA;0;NA;0
S;YDR363W-A;1;NA;Affinity Capture-MS(16554755);1;0;0;NA;1
S;YDR366C;0;NA;NA;NA;NA;NA;NA;0
S;YDR370C;0;NA;NA;NA;NA;0;NA;0
S;YDR371W;0;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
S;YDR372C;NA;NA;Co-crystal Structure(18410729);1;1;0;NA;1
S;YDR374C;NA;NA;NA;NA;NA;0;NA;0
S;YDR377W;1;NA;NA;NA;NA;NA;NA;1
S;YDR379C-A;0;NA;NA;NA;NA;0;NA;0
S;YDR381C-A;0;NA;NA;NA;NA;NA;NA;0
S;YDR383C;NA;NA;NA;NA;NA;0;NA;0
S;YDR386W;0;NA;NA;NA;NA;0;NA;0
S;YDR392W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YDR400W;0;NA;NA;NA;NA;0;NA;0
S;YDR401W;NA;NA;NA;NA;NA;0;NA;0
S;YDR403W;0;NA;NA;NA;NA;0;NA;0
S;YDR405W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YDR407C;NA;NA;Affinity Capture-MS(22940862);1;1;NA;NA;1
S;YDR408C;0;NA;NA;NA;NA;0;NA;0
S;YDR410C;0;NA;"Affinity Capture-Western(20202940);Reconstituted Complex(20202940)";2;2;0;NA;1
S;YDR412W;1;NA;NA;NA;NA;1;NA;1
S;YDR413C;NA;NA;NA;NA;NA;0;NA;0
S;YDR416W;0;NA;"Affinity Capture-Western(11842115);Two-hybrid(10688190);Two-hybrid(11102353);Two-hybrid(11842115)";4;1;0;NA;1
S;YDR417C;NA;NA;NA;NA;NA;0;NA;0
S;YDR419W;0;NA;PCA(18467557);1;0;0;NA;0
S;YDR424C;0;NA;"Co-crystal Structure(22411995);Co-crystal Structure(23761070);Reconstituted Complex(22411995);Reconstituted Complex(27839866)";4;4;0;NA;1
S;YDR426C;NA;NA;NA;NA;NA;0;NA;0
S;YDR427W;NA;NA;"Affinity Capture-MS(16554755);PCA(18467557);Two-hybrid(11742986)";3;0;0;NA;0
S;YDR428C;0;NA;NA;NA;NA;NA;NA;0
S;YDR431W;NA;NA;NA;NA;NA;0;NA;0
S;YDR433W;NA;NA;NA;NA;NA;0;NA;0
S;YDR434W;NA;NA;NA;NA;NA;0;NA;0
S;YDR437W;NA;NA;NA;NA;NA;0;NA;0
S;YDR445C;NA;NA;NA;NA;NA;0;NA;0
S;YDR452W;0;NA;NA;NA;NA;0;NA;0
S;YDR455C;NA;NA;NA;NA;NA;0;NA;0
S;YDR456W;0;NA;PCA(16093310);1;1;0;NA;1
S;YDR460W;NA;NA;"Affinity Capture-MS(11805837);Affinity Capture-MS(16554755)";2;0;0;NA;0
S;YDR462W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YDR465C;0;NA;NA;NA;NA;NA;NA;0
S;YDR469W;0;NA;"Affinity Capture-MS(16554755);Two-hybrid(16921172)";2;1;0;NA;1
S;YDR470C;NA;NA;Affinity Capture-Western(19237599);1;1;0;NA;1
S;YDR472W;NA;NA;"Affinity Capture-MS(16554755);Two-hybrid(17027922)";2;1;0;NA;1
S;YDR473C;NA;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755);Two-hybrid(10696880);Two-hybrid(11283351);Two-hybrid(9826507)";5;2;0;NA;1
S;YDR474C;NA;NA;NA;NA;NA;0;NA;0
S;YDR476C;NA;NA;Two-hybrid(18719252);1;0;0;NA;0
S;YDR478W;0;NA;"Affinity Capture-Western(17881380);Two-hybrid(11880623)";2;1;0;NA;1
S;YDR481C;0;NA;Affinity Capture-Western(19497047);1;1;0;NA;1
S;YDR482C;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YDR488C;0;NA;NA;NA;NA;0;NA;0
S;YDR489W;NA;NA;"Affinity Capture-MS(16531994);Affinity Capture-Western(19913425);Affinity Capture-Western(23499531)";3;3;0;NA;1
S;YDR491C;NA;NA;NA;NA;NA;0;NA;0
S;YDR493W;0;NA;NA;NA;NA;0;NA;0
S;YDR494W;NA;NA;NA;NA;NA;0;NA;0
S;YDR499W;0;NA;"Affinity Capture-Western(29033322);Co-crystal Structure(29033322)";2;2;0;NA;1
S;YDR504C;NA;NA;NA;NA;NA;0;NA;0
S;YDR509W;NA;NA;NA;NA;NA;0;NA;0
S;YDR510W;NA;NA;"Two-hybrid(10688190);Two-hybrid(11283351);Two-hybrid(18719252);Two-hybrid(23034805)";4;2;0;NA;1
S;YDR511W;0;NA;NA;NA;NA;0;NA;0
S;YDR512C;0;NA;NA;NA;NA;0;NA;0
S;YDR517W;0;NA;PCA(18467557);1;0;0;NA;0
S;YDR521W;NA;NA;NA;NA;NA;0;NA;0
S;YDR525W;NA;NA;NA;NA;NA;0;NA;0
S;YDR526C;NA;NA;NA;NA;NA;0;NA;0
S;YDR527W;NA;NA;NA;NA;NA;0;NA;0
S;YDR529C;0;NA;Affinity Capture-Western(24841564);1;1;NA;NA;1
S;YDR531W;0;NA;Two-hybrid(18719252);1;1;0;NA;1
S;YDR535C;NA;NA;NA;NA;NA;0;NA;0
S;YDR537C;NA;NA;NA;NA;NA;0;NA;0
S;YDR538W;0;NA;NA;NA;NA;0;NA;0
S;YDR539W;1;NA;NA;NA;NA;0;NA;1
S;YDR540C;NA;NA;NA;NA;NA;0;NA;0
S;YDR543C;NA;NA;NA;NA;NA;0;NA;0
S;YDR544C;NA;NA;NA;NA;NA;0;NA;0
S;YEL001C;NA;NA;NA;NA;NA;0;NA;0
S;YEL002C;NA;NA;"PCA(16093310);PCA(16096345);PCA(18467557)";3;1;0;NA;1
S;YEL003W;NA;NA;"Affinity Capture-MS(16554755);Two-hybrid(22875988)";2;0;0;NA;0
S;YEL004W;0;NA;NA;NA;NA;0;NA;0
S;YEL005C;0;NA;NA;NA;NA;0;NA;0
S;YEL008W;NA;NA;NA;NA;NA;0;NA;0
S;YEL010W;NA;NA;NA;NA;NA;0;NA;0
S;YEL017W;NA;NA;"PCA(18467557);Two-hybrid(11283351)";2;2;0;NA;1
S;YEL021W;NA;NA;"Co-crystal Structure(19435314);Two-hybrid(10688190)";2;2;0;NA;1
S;YEL023C;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YEL024W;0;NA;NA;NA;NA;0;NA;0
S;YEL028W;NA;NA;NA;NA;NA;0;NA;0
S;YEL033W;NA;NA;NA;NA;NA;0;NA;0
S;YEL035C;0;NA;NA;NA;NA;0;NA;0
S;YEL038W;NA;NA;NA;NA;NA;0;NA;0
S;YEL044W;0;NA;NA;NA;NA;0;NA;0
S;YEL046C;NA;NA;NA;NA;NA;1;NA;1
S;YEL048C;0;NA;Affinity Capture-MS(19220810);1;1;0;NA;1
S;YEL052W;NA;NA;Affinity Capture-MS(22940862);1;1;0;NA;1
S;YEL053C;0;NA;NA;NA;NA;0;NA;0
S;YEL055C;0;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
S;YEL057C;0;NA;NA;NA;NA;0;NA;0
S;YEL059C-A;0;NA;NA;NA;NA;0;NA;0
S;YEL062W;0;NA;NA;NA;NA;0;NA;0
S;YEL067C;NA;NA;NA;NA;NA;0;NA;0
S;YEL068C;NA;NA;NA;NA;NA;0;NA;0
S;YEL072W;0;NA;NA;NA;NA;0;NA;0
S;YEL074W;NA;NA;NA;NA;NA;0;NA;0
S;YER003C;NA;NA;NA;NA;NA;0;NA;0
S;YER004W;NA;NA;NA;NA;NA;0;NA;0
S;YER007C-A;1;NA;NA;NA;NA;0;NA;1
S;YER009W;NA;NA;Two-hybrid(18719252);1;1;NA;NA;1
S;YER010C;0;NA;Two-hybrid(18719252);1;1;0;NA;1
S;YER014C-A;0;NA;NA;NA;NA;0;NA;0
S;YER016W;1;NA;"Affinity Capture-MS(16554755);Affinity Capture-Western(16571681);Co-crystal Structure(22461628);Two-hybrid(16571681);Two-hybrid(17634282)";5;3;0;NA;1
S;YER018C;0;NA;"Affinity Capture-MS(16554755);FRET(24930965);Two-hybrid(11179222);Two-hybrid(17634282);Two-hybrid(18719252);Two-hybrid(22875988)";6;2;0;NA;1
S;YER019W;0;NA;NA;NA;NA;0;NA;0
S;YER023W;1;NA;"Affinity Capture-MS(16554755);PCA(18467557);Two-hybrid(10688190);Two-hybrid(18719252)";4;3;1;NA;1
S;YER030W;0;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
S;YER032W;0;NA;NA;NA;NA;0;NA;0
S;YER034W;0;NA;NA;NA;NA;0;NA;0
S;YER042W;0;NA;"Co-crystal Structure(21345799);PCA(18467557)";2;1;0;NA;1
S;YER043C;NA;NA;NA;NA;NA;0;NA;0
S;YER044C;NA;NA;"Affinity Capture-Western(15995173);PCA(16300994);Two-hybrid(15995173)";3;2;0;NA;1
S;YER044C-A;0;NA;NA;NA;NA;0;NA;0
S;YER046W;NA;NA;NA;NA;NA;0;NA;0
S;YER048W-A;0;NA;NA;NA;NA;NA;NA;0
S;YER049W;NA;NA;"Affinity Capture-MS(14759368);Affinity Capture-MS(16554755)";2;1;NA;NA;1
S;YER050C;NA;NA;NA;NA;NA;0;NA;0
S;YER051W;0;NA;NA;NA;NA;0;NA;0
S;YER052C;NA;NA;Two-hybrid(18719252);1;1;1;NA;1
S;YER053C-A;NA;NA;NA;NA;NA;0;NA;0
S;YER058W;0;NA;NA;NA;NA;0;NA;0
S;YER060w-A;NA;NA;NA;NA;NA;0;NA;0
S;YER063W;NA;NA;PCA(18467557);1;1;0;NA;1
S;YER066C-A;NA;NA;NA;NA;NA;0;NA;0
S;YER068W;1;NA;"Affinity Capture-Western(19707589);Affinity Capture-Western(9463387);PCA(18467557)";3;1;0;NA;1
S;YER069W;NA;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YER071C;0;NA;"Co-crystal Structure(28706108);Reconstituted Complex(28706108)";2;2;0;NA;1
S;YER074W-A;0;NA;NA;NA;NA;NA;NA;0
S;YER076C;NA;NA;NA;NA;NA;0;NA;0
S;YER077C;0;NA;NA;NA;NA;0;NA;0
S;YER078W-A;0;NA;NA;NA;NA;NA;NA;0
S;YER083C;NA;NA;Co-crystal Structure(21719644);1;0;0;NA;0
S;YER085C;0;NA;NA;NA;NA;0;NA;0
S;YER087C-A;NA;NA;NA;NA;NA;0;NA;0
S;YER091C;NA;NA;Affinity Capture-MS(16554755);1;0;NA;NA;0
S;YER091C-A;NA;NA;NA;NA;NA;0;NA;0
S;YER097W;NA;NA;NA;NA;NA;0;NA;0
S;YER104W;0;NA;NA;NA;NA;0;NA;0
S;YER115C;0;NA;NA;NA;NA;0;NA;0
S;YER119C-A;NA;NA;NA;NA;NA;0;NA;0
S;YER121W;NA;NA;NA;NA;NA;0;NA;0
S;YER124C;0;NA;NA;NA;NA;0;NA;0
S;YER126C;0;NA;"Two-hybrid(16861225);Two-hybrid(25877921)";2;1;0;NA;1
S;YER127W;0;NA;NA;NA;NA;0;NA;0
S;YER128W;0;NA;NA;NA;NA;0;NA;0
S;YER134C;0;NA;NA;NA;NA;0;NA;0
S;YER135C;NA;NA;NA;NA;NA;0;NA;0
S;YER137C;1;NA;NA;NA;NA;0;NA;1
S;YER140W;0;NA;NA;NA;NA;0;NA;0
S;YER141W;NA;NA;"Affinity Capture-Western(27998984);Affinity Capture-Western(30181213)";2;2;NA;NA;1
S;YER147C;0;NA;Affinity Capture-MS(16554755);1;0;0;NA;0
S;YER148W;NA;NA;"Affinity Capture-MS(10788514);Affinity Capture-MS(12052880);Affinity Capture-Western(10788514);Affinity Capture-Western(14534318);Reconstituted Complex(17683121);Two-hybrid(14534318)";6;4;NA;NA;1
S;YER149C;NA;NA;"PCA(25547157);Reconstituted Complex(25547157);Two-hybrid(11087867);Two-hybrid(22875988)";4;1;0;NA;1
S;YER153C;0;NA;NA;NA;NA;0;NA;0
S;YER154W;NA;NA;Affinity Capture-Western(19450532);1;1;0;NA;1
S;YER156C;1;NA;NA;NA;NA;1;NA;1
