Duplication,ORF_P1,Gene_P1,ORF_P2,Gene_P2,Couple,bm_P1,bm_P2,Delta_bm,LogFold_bm,bp_P1,bp_P2,Delta_bp,LogFold_bp,Crick distance,bp/bm_P1,bp/bm_P2,cv_P1,cv_P2,pEst_P1,pEst_P2,Delta_pEst,LogFold_pEst
SSD,YHR088W,RPF1,YNL075W,Problem,YHR088W-YNL075W,1.2288459109999998,1.4710378769999999,,,3.4283650139999997,3.2389580239999995,,,,,,,,3.8240162289999997,3.876801205,,
SSD,YHR113W,APE4,YKL103C,Problem,YHR113W-YKL103C,1.424892227,1.4970325219999998,,,2.851481072,2.925629647,,,,,,,-0.42974902299999995,3.443178604,3.5894674739999997,,
WGD,YHR115C,DMA1,YNL116W,Problem,YHR115C-YNL116W,1.345072953,1.076058447,,,2.7686104030000003,2.8246467560000004,,,,,,,,3.280488661,3.0675105080000002,,
WGD,YHR117W,TOM71,YNL121C,Problem,YHR117W-YNL121C,1.502011003,1.9384798319999998,,,2.562753668,2.775392578,,,,,,-0.668167956,-0.5791369789999999,3.231569975,3.880677715,,
WGD,YHR123W,EPT1,YNL130C,Problem,YHR123W-YNL130C,1.3670079069999999,1.737136351,,,2.9873199919999998,2.8270596460000004,,,,,,-0.42159003,,3.521133204,3.7310013019999997,,
WGD,YHR133C,NSG1,YNL156C,Problem,YHR133C-YNL156C,1.7849056030000001,1.35770387,,,3.058656993,2.96609764,,,,,,-0.736245611,-0.569038547,4.010367899999999,3.490606815,,
WGD,YHR135C,YCK1,YNL154C,Problem,YHR135C-YNL154C,1.5986006000000001,1.7409042909999999,,,2.759668458,2.789785152,,,,,,-0.730370326,-0.7610761540000001,3.525074362,3.697494747,,
WGD,YHR155W,YSP1,YNL257C,Problem,YHR155W-YNL257C,1.16047067,1.167341725,,,1.864519335,1.8466738169999999,,,,,,,,2.19179531,2.1808208469999997,,
SSD,YHR179W,OYE2,YPL171C,Problem,YHR179W-YPL171C,2.453049531,-0.27950179,,,3.160431298,2.604654047,,,,,,-0.6775739479999999,,4.780286133,1.491957561,,
SSD,YHR198C,AIM18,YHR199C,Problem,YHR198C-YHR199C,0.993499482,1.4960496209999998,,,3.003951,2.798469873,,,,,,,,3.1642557860000005,3.461324799,,
WGD,YHR208W,BAT1,YJR148W,Problem,YJR148W-YHR208W,2.3690889569999998,2.282147437,,,2.995315352,3.038561858,,,,,,,-0.511590311,4.531209614,4.487514599,,
WGD,YIL011W,TIR3,YOR010C,Problem,YIL011W-YOR010C,0.537008229,0.223257402,,,3.3246873860000004,2.7365562789999998,,,,,,,,3.02850092,2.126618985,,
WGD,YIL013C,PDR11,YOR011W,Problem,YIL013C-YOR011W,0.20633469699999998,0.8995140220000001,,,1.733978056,1.625842816,,,,,,,,1.107118057,1.6921621430000002,,
SSD,YIL021W,RPB3,YPR110C,Problem,YIL021W-YPR110C,1.655814799,2.066176537,,,3.208151182,3.0586932460000003,,,,,,-0.8315025159999999,-0.771214799,4.030771285,4.291675088,,
SSD,YIL035C,CKA1,YOR061W,Problem,YIL035C-YOR061W,1.492641436,1.58075526,,,2.939257806,3.047252421,,,,,,-0.8332739440000001,-0.817870786,3.5987045460000004,3.794812985,,
WGD,YIL095W,PRK1,YNL020C,Problem,YIL095W-YNL020C,0.922596077,0.812212686,,,2.477474277,2.550407099,,,,,,,,2.566875659,2.529425089,,
SSD,YIL103W,DPH1,YKL191W,Problem,YIL103W-YKL191W,1.253441865,1.6505725709999999,,,2.87578544,2.5279777919999997,,,,,,-0.689731633,-0.697885623,3.29603261,3.3453556669999998,,
WGD,YIL105C,SLM1,YNL047C,Problem,YIL105C-YNL047C,1.155757018,0.927906934,,,2.619297901,2.37720437,,,,,,-0.706637445,,2.9418602239999996,2.471916609,,
WGD,YIL113W,SDP1,YNL053W,Problem,YIL113W-YNL053W,0.478632347,1.003248886,,,2.9996952739999996,2.562375384,,,,,,,,2.645132925,2.732429575,,
WGD,YIL114C,POR2,YNL055C,Problem,YIL114C-YNL055C,1.279320252,2.508547085,,,2.955216142,3.38047408,,,,,,,-0.504039605,3.4013416989999996,5.055826468999999,,
WGD,YIL120W,QDR1,YNL065W,Problem,YNL065W-YIL120W,0.38971454200000005,0.8705905279999999,,,2.1410393290000003,2.582323599,,,,,,,-0.5537735979999999,1.697559176,2.619719431,,
WGD,YIL123W,SIM1,YNL066W,Problem,YIL123W-YNL066W,2.201514509,2.20522117,,,3.122720362,2.89937742,,,,,,,-0.7021301090000001,4.491040175,4.271403894,,
SSD,YIL126W,STH1,YOR290C,Problem,YIL126W-YOR290C,1.597082699,1.4593644369999998,,,2.129313306,1.902952809,,,,,,-0.6493643920000001,,2.8932013089999997,2.529122551,,
WGD,YIL131C,FKH1,YNL068C,Problem,YIL131C-YNL068C,1.321676981,1.106176933,,,2.744436271,2.395831588,,,,,,,,3.232918557,2.668813826,,
WGD,YIL133C,RPL16A,YNL069C,Problem,YIL133C-YNL069C,2.891399872,3.2140551630000003,,,3.394368983,3.4182738460000004,,,,,,-0.95683428,,5.45257416,5.799134314,,
WGD,YIL135C,VHS2,YNL074C,Problem,YIL135C-YNL074C,1.0828634959999999,1.2648177040000002,,,2.9317314710000004,2.957714165,,,,,,-0.6663512429999999,,3.1814002710000002,3.3893371739999996,,
WGD,YIL138C,TPM2,YNL079C,Problem,YIL138C-YNL079C,1.853734941,2.340718701,,,3.549443153,3.606348872,,,,,,-0.7730136540000001,,4.569983398,5.1138728769999995,,
WGD,YIL149C,MLP2,YKR095W,Problem,YIL149C-YKR095W,1.292332897,1.51104012,,,1.745043338,1.89570003,,,,,,,-0.6671577329999999,2.20418154,2.573545455,,
WGD,YIL151C,ESL1,YKR096W,Problem,YIL151C-YKR096W,1.153922044,1.124962078,,,1.698821364,2.020282888,,,,,,,,2.0195487130000003,2.312050271,,
SSD,YIL153W,RRD1,YPL152W,Problem,YIL153W-YPL152W,1.16912098,1.06861881,,,2.702309909,2.898868965,,,,,,-0.606512542,,3.0382361939999996,3.13429308,,
WGD,YIL156W,UBP7,YKR098C,Problem,YIL156W-YKR098C,1.002176364,0.721377646,,,2.090305525,2.07691679,,,,,,,,2.259287193,1.96509974,,
WGD,YIL158W,AIM20,YKR100C,Problem,YIL158W-YKR100C,1.4226841430000001,1.329616506,,,3.0173118189999997,2.8101747639999997,,,,,,-0.620785159,-0.6879284790000001,3.606801266,3.306596574,,
WGD,YIR018W,YAP5,YOL028C,Problem,YIR018W-YOL028C,1.203449009,1.209201337,,,2.963946501,3.0714422989999997,,,,,,,,3.334200814,3.447448941,,
WGD,YIR021W,MRS1,YKL011C,Problem,YIR021W-YKL011C,1.026778304,0.882068539,,,2.708793814,2.749764685,,,,,,,,2.902377423,2.798638528,,
SSD,YIR031C,DAL7,YNL117W,Problem,YIR031C-YNL117W,0.765874058,-0.35634182,,,1.584779291,2.1096816130000002,,,,,,,,1.5174586540000001,0.920145097,,
WGD,YIR033W,MGA2,YKL020C,Problem,YIR033W-YKL020C,1.461340813,1.1580130990000002,,,2.214828435,2.28132126,,,,,,,,2.842974552,2.606139663,,
SSD,YJL031C,BET4,YKL019W,Problem,YJL031C-YKL019W,1.300667743,1.409134452,,,2.9229407210000002,2.8631008760000003,,,,,,,,3.390413769,3.4390406319999998,,
WGD,YJL058C,BIT61,YBR270C,Problem,YBR270C-YJL058C,0.671796339,0.344724541,,,2.5900441119999997,2.200115791,,,,,,,,2.428645755,1.711645637,,
WGD,YJL079C,PRY1,YKR013W,Problem,YJL079C-YKR013W,1.178318756,1.716814605,,,3.39975227,3.320961272,,,,,,-0.519777401,,3.74487633,4.204581181,,
WGD,YJL083W,TAX4,YKR019C,Problem,YJL083W-YKR019C,0.864314487,0.7521795579999999,,,2.378576039,2.510598618,,,,,,,,2.40969583,2.429583481,,
WGD,YJL084C,ALY2,YKR021W,Problem,YJL084C-YKR021W,0.9209345870000001,0.9253511790000001,,,2.324391266,2.26022873,,,,,,,,2.412131158,2.352385214,,
SSD,YJL092W,SRS2,YOL095C,Problem,YJL092W-YOL095C,1.167865793,0.784500619,,,1.8646122669999998,2.279411729,,,,,,,,2.1992833640000002,2.230717653,,
WGD,YJL098W,SAP185,YKR028W,Problem,YJL098W-YKR028W,1.305653958,1.512653188,,,2.286797651,2.118471228,,,,,,-0.651111277,,2.759256913,2.797929721,,
WGD,YJL099W,CHS6,YKR027W,Problem,YJL099W-YKR027W,0.9098822870000001,0.9961519090000001,,,2.443665127,2.336150748,,,,,,,,2.520352719,2.499107962,,
SSD,YJL102W,MEF2,YLR069C,Problem,YJL102W-YLR069C,0.6655140860000001,1.2640629190000001,,,2.362756975,2.607411584,,,,,,,-0.635167695,2.195076366,3.038279808,,
WGD,YJL105W,SET4,YKR029C,Problem,YJL105W-YKR029C,-0.22704703399999998,1.023723465,,,2.392140363,2.627428046,,,,,,,,1.331898633,2.817956816,,
WGD,YJL112W,MDV1,YKR036C,Problem,YJL112W-YKR036C,1.093683675,1.088307282,,,2.333422395,2.254071546,,,,,,-0.624976871,,2.593911374,2.5091841319999997,,
WGD,YJL116C,NCA3,YKR042W,Problem,YJL116C-YKR042W,0.17760235100000002,2.498458681,,,2.994051952,3.211913975,,,,,,,,2.338459608,4.87717796,,
WGD,YJL129C,TRK1,YKR050W,Problem,YJL129C-YKR050W,1.237408599,1.022554041,,,1.5988695590000002,1.021293388,,,,,,,,2.0030834630000003,1.210652734,,
WGD,YJL133W,MRS3,YKR052C,Problem,YJL133W-YKR052C,1.261284099,1.189224654,,,2.782168687,2.954162222,,,,,,,-0.605811077,3.21025809,3.310192181,,
WGD,YJL134W,LCB3,YKR053C,Problem,YJL134W-YKR053C,1.283834956,0.7565225390000001,,,2.916345305,1.953770965,,,,,,,,3.366985565,1.877098809,,
WGD,YJL136C,RPS21B,YKR057W,Problem,YJL136C-YKR057W,3.0291303910000003,2.8938754689999997,,,3.8475659369999997,3.780210327,,,,,,-0.915960219,-1.008773924,6.043501632999999,5.840891101,,
WGD,YJL137C,GLG2,YKR058W,Problem,YJL137C-YKR058W,0.910451108,0.53924111,,,2.8031928369999997,1.9617147030000002,,,,,,,,2.8804492489999998,1.667761118,,
WGD,YJL139C,YUR1,YKR061W,Problem,YJL139C-YKR061W,0.965042774,0.721084698,,,2.735961086,2.135658661,,,,,,,,2.867809165,2.023548664,,
WGD,YJL164C,TPK1,YKL166C,Problem,YJL164C-YKL166C,1.310055372,1.23901215,,,2.863456225,2.925635227,,,,,,-0.5667903910000001,-0.6402593520000001,3.340316902,3.331452681,,
WGD,YJL165C,HAL5,YKL168C,Problem,YJL165C-YKL168C,1.214502295,0.8626254440000001,,,2.412993406,2.409015144,,,,,,,,2.794301005,2.438445892,,
WGD,YJL177W,RPL17B,YKL180W,Problem,YJL177W-YKL180W,2.7889523510000003,3.101037005,,,3.45938004,3.48408857,,,,,,-0.930331903,-0.8682209909999999,5.415137695,5.75193088,,
WGD,YJL196C,ELO1,YCR034W,Problem,YCR034W-YJL196C,1.877104655,1.91948947,,,3.062222269,3.006486181,,,,,,-0.5824452760000001,-0.901183283,4.106132228,4.092780955,,
WGD,YJL198W,PHO90,YCR037C,Problem,YCR037C-YJL198W,1.342277806,1.108344796,,,2.3782301180000003,1.962255301,,,,,,-0.665445729,,2.887313228,2.237405402,,
SSD,YJL212C,OPT1,YPR194C,Problem,YJL212C-YPR194C,1.517035041,0.392845734,,,2.469592695,1.562992683,,,,,,-0.596022036,,3.1534330410000004,1.122643722,,
SSD,YJR014W,TMA22,YNL244C,Problem,YNL244C-YJR014W,1.9495640269999999,2.4897108180000003,,,3.5680862039999997,3.676288543,,,,,,-0.880909148,,4.684455536000001,5.332804666,,
SSD,YJR032W,CPR7,YLR216C,Problem,YJR032W-YLR216C,1.328242956,2.193442343,,,3.033154938,3.125563988,,,,,,-0.631620128,-0.7190803370000001,3.5282031989999996,4.485811635,,
WGD,YJR049C,UTR1,YEL041W,Problem,YEL041W-YJR049C,1.316723701,0.560536451,,,2.673527315,2.567415773,,,,,,-0.596450546,,3.15705632,2.294757529,,
WGD,YJR059W,PTK2,YKL198C,Problem,YJR059W-YKL198C,1.4615006659999998,1.0609155259999998,,,2.386123973,2.3034687430000003,,,,,,-0.752394936,,3.0144299439999998,2.5311895730000002,,
WGD,YJR066W,TOR1,YKL203C,Problem,YJR066W-YKL203C,1.243171497,1.200155214,,,1.5869319030000002,1.565015134,,,,,,,,1.996908705,1.931975652,,
SSD,YJR113C,RSM7,YJR123W,Problem,YJR113C-YJR123W,1.415458951,3.36436351,,,3.0512523739999997,3.37575362,,,,,,-0.652962866,,3.63351663,5.906922434,,
WGD,YJR127C,RSF2,YML081W,Problem,YJR127C-YML081W,1.043415615,1.324607455,,,1.790514868,1.7732565740000001,,,,,,,,2.000735788,2.264669333,,
SSD,YKL009W,MRT4,YLR340W,Problem,YKL009W-YLR340W,1.819305578,3.278797228,,,3.424910278,3.125080464,,,,,,-0.830619505,,4.41102116,5.570682996,,
WGD,YKL026C,GPX1,YIR037W,Problem,YIR037W-YKL026C,0.511182691,1.8218225590000001,,,2.713280188,3.7086515039999997,,,,,,,-0.610213938,2.391268183,4.697279367,,
WGD,YKL043W,PHD1,YMR016C,Problem,YKL043W-YMR016C,1.321309278,1.123456322,,,2.665904009,2.499763338,,,,,,,-0.672641066,3.1540185910000003,2.7900249639999997,,
SSD,YKL046C,DCW1,YMR238W,Problem,YKL046C-YMR238W,1.5345837519999999,1.424718312,,,2.970949285,2.883349313,,,,,,-0.7798919120000001,-0.770574152,3.672338341,3.47487293,,
WGD,YKL062W,MSN4,YMR037C,Problem,YKL062W-YMR037C,0.7892855879999999,1.172864921,,,2.765125498,2.609700924,,,,,,,-0.655313056,2.72121639,2.9493711489999996,,
WGD,YKL065C,YET1,YMR040W,Problem,YKL065C-YMR040W,1.7870004169999998,0.38082516299999997,,,3.268083714,2.954794081,,,,,,-0.71354353,,4.221889435,2.502424549,,
WGD,YKL068W,NUP100,YMR047C,Problem,YKL068W-YMR047C,1.4336707880000001,1.4620862909999999,,,2.37759235,2.364046552,,,,,,-0.642541614,,2.978068443,2.992938148,,
WGD,YKL072W,STB6,YMR053C,Problem,YKL072W-YMR053C,0.973973745,0.37760576799999995,,,2.344206687,1.983705649,,,,,,,,2.484985736,1.5281167219999998,,
SSD,YKL106W,AAT1,YLR027C,Problem,YKL106W-YLR027C,1.46091425,2.2393054930000003,,,2.620933983,2.9878423639999996,,,,,,-0.609771638,,3.248653537,4.393953162,,
SSD,YKL124W,SSH4,YMR171C,Problem,YKL124W-YMR171C,0.831724383,1.276474542,,,2.585292324,2.392898418,,,,,,,,2.583822011,2.836178265,,
WGD,YKL126W,YPK1,YMR104C,Problem,YKL126W-YMR104C,1.5861862740000001,0.76001951,,,2.60514415,2.469451732,,,,,,-0.7490923,,3.358135729,2.3962765459999997,,
WGD,YKL127W,PGM1,YMR105C,Problem,YKL127W-YMR105C,1.754790555,1.361140775,,,2.884239343,2.8663385710000004,,,,,,-0.663240166,-0.40671393299999997,3.805835203,3.3942846510000004,,
WGD,YKL129C,MYO3,YMR109W,Problem,YKL129C-YMR109W,1.217035178,1.6152557090000002,,,2.259489872,2.1654751080000003,,,,,,-0.663340177,-0.727578174,2.643330355,2.947536121,,
WGD,YKL132C,RMA1,YMR113W,Problem,YKL132C-YMR113W,0.687907032,1.066771869,,,1.8779786269999998,2.8207862319999997,,,,,,,,1.732690963,3.054363405,,
WGD,YKL161C,KDX1,YHR030C,Problem,YHR030C-YKL161C,0.5554170070000001,1.433102415,,,1.576466659,2.6975775960000004,,,,,,,-0.667460553,1.29868897,3.297485315,,
WGD,YKL187C,FAT3,YLR413W,Problem,YKL187C-YLR413W,0.39657360700000005,2.03127761,,,1.310849427,2.6846306560000004,,,,,,,-0.6692819210000001,0.8742283390000001,3.88271357,,
SSD,YKL188C,PXA2,YPL147W,Problem,YKL188C-YPL147W,0.13794746,0.382106269,,,1.756695689,2.09024232,,,,,,,,1.061448454,1.639153893,,
SSD,YKL196C,YKT6,YLR268W,Problem,YKL196C-YLR268W,2.002375747,1.6353843069999998,,,3.389725002,3.318316532,,,,,,,-0.624702262,4.558906053,4.120506143,,
WGD,YKR072C,SIS2,YOR054C,Problem,YKR072C-YOR054C,1.386370644,0.806473028,,,2.672967899,2.630783488,,,,,,-0.7443657340000001,,3.226143848,2.6040618209999997,,
WGD,YKR077W,MSA2,YOR066W,Problem,YKR077W-YOR066W,0.682496184,0.9939687359999999,,,3.3132527780000003,2.649663605,,,,,,,,3.162554267,2.8104376460000005,,
WGD,YKR084C,HBS1,YOR076C,Problem,YKR084C-YOR076C,1.4881052909999999,1.020352848,,,2.766466295,2.454902546,,,,,,-0.695617198,,3.4213768910000004,2.642060699,,
WGD,YKR089C,TGL4,YOR081C,Problem,YKR089C-YOR081C,1.308618437,1.036241681,,,2.2197575819999997,2.418004898,,,,,,,,2.695181323,2.621051884,,
WGD,YLL010C,PSR1,YLR019W,Problem,YLL010C-YLR019W,1.277452316,1.345072953,,,2.9084310110000002,2.7324033439999997,,,,,,-0.682145511,,3.3526886310000004,3.2442816010000004,,
WGD,YLL012W,YEH1,YLR020C,Problem,YLL012W-YLR020C,1.164500782,1.283112536,,,2.6444989530000003,2.534335689,,,,,,-0.626168855,-0.587707491,2.975805039,2.98425353,,
SSD,YLL023C,POM33,YLR064W,Problem,YLL023C-YLR064W,1.375337906,1.4456590409999999,,,3.252628638,3.078116161,,,,,,-0.580539927,-0.770702206,3.794771849,3.690580507,,
SSD,YLL027W,ISA1,YPR067W,Problem,YLL027W-YPR067W,1.311261747,1.344375851,,,3.230198386,2.991101444,,,,,,-0.571217489,,3.7082654369999997,3.502282599,,
SSD,YLL061W,MMP1,YPL274W,Problem,YLL061W-YPL274W,1.275331016,1.532869489,,,2.587758526,2.7109142580000003,,,,,,,-0.678712335,3.0298948460000004,3.410589051,,
SSD,YLR008C,PAM18,YNL328C,Problem,YLR008C-YNL328C,1.6136073880000001,0.88408664,,,3.378092594,3.1582193160000003,,,,,,,,4.158505287,3.20911126,,
SSD,YLR017W,MEU1,YLR209C,Problem,YLR017W-YLR209C,1.6854963930000002,1.304661284,,,3.067557835,3.1106561110000004,,,,,,-0.618343517,,3.9198595330000003,3.5821226989999997,,
SSD,YLR023C,IZH3,YOL002C,Problem,YLR023C-YOL002C,1.290757081,1.3737107240000002,,,2.417044997,2.998230535,,,,,,,,2.8746073830000003,3.5387465639999998,,
WGD,YLR028C,ADE16,YMR120C,Problem,YLR028C-YMR120C,1.870943469,1.983622252,,,2.756299499,2.868384608,,,,,,-0.827543026,-0.5566587679999999,3.794048273,4.018812165,,
WGD,YLR089C,ALT1,YDR111C,Problem,YDR111C-YLR089C,1.5961459619999998,1.021674902,,,2.748387012,2.585325306,,,,,,,,3.511338278,2.773805513,,
SSD,YLR144C,ACF2,YNR067C,Problem,YLR144C-YNR067C,1.076705007,1.830860386,,,2.517934603,2.420747332,,,,,,,-0.578313828,2.761444915,3.4184130230000003,,
SSD,YLR146C,SPE4,YPR069C,Problem,YLR146C-YPR069C,1.2579769490000001,2.327888019,,,2.985836274,3.221858174,,,,,,,-0.778455363,3.410618527,4.716551498,,
WGD,YLR187W,SKG3,YNL278W,Problem,YLR187W-YNL278W,1.051432737,0.952669841,,,2.45020801,2.316786046,,,,,,-0.621874754,-0.613144471,2.6684460519999997,2.436261192,,
WGD,YLR260W,LCB5,YOR171C,Problem,YLR260W-YOR171C,1.097395616,1.3336397759999998,,,2.443462314,2.702391862,,,,,,,-0.609064893,2.707663234,3.202836942,,
WGD,YLR264W,RPS28B,YOR167C,Problem,YLR264W-YOR167C,2.8057743210000003,2.9878475539999996,,,4.059941936,3.9612722860000003,,,,,,-0.7634627390000001,-0.9673812390000001,6.032521562,6.115925144,,
WGD,YLR266C,PDR8,YOR162C,Problem,YLR266C-YOR162C,0.983205786,0.849743793,,,1.943851772,2.0708672409999997,,,,,,,,2.093862862,2.0874163390000002,,
WGD,YLR270W,DCS1,YOR173W,Problem,YLR270W-YOR173W,1.432248456,0.864735723,,,3.190040536,2.744181695,,,,,,-0.559012249,,3.789094296,2.775722722,,
WGD,YLR273C,PIG1,YOR178C,Problem,YLR273C-YOR178C,0.527502707,-0.617254593,,,2.197558077,2.251279039,,,,,,,,1.8918660880000002,0.800829751,,
SSD,YLR284C,ECI1,YOR180C,Problem,YLR284C-YOR180C,0.58043128,0.7439175240000001,,,3.133708968,1.826650231,,,,,,,,2.880945552,1.73737306,,
WGD,YLR293C,GSP1,YOR185C,Problem,YLR293C-YOR185C,2.7195170060000002,1.4223344690000002,,,3.429359298,3.344380159,,,,,,,,5.315681608,3.933519933,,
WGD,YLR300W,EXG1,YOR190W,Problem,YLR300W-YOR190W,2.2397051869999998,0.071374578,,,2.898534208,2.087293361,,,,,,-0.666552726,,4.3050447,1.325473244,,
WGD,YLR342W,FKS1,YGR032W,Problem,YGR032W-YLR342W,2.322455485,1.089563558,,,1.9834046440000002,1.852721735,,,,,,-0.690156995,,3.472665433,2.1090905980000003,,
SSD,YLR361C,DCR2,YOR137C,Problem,YLR361C-YOR137C,1.167026981,0.780940808,,,2.492655865,1.924088065,,,,,,,,2.82648815,1.871834178,,
SSD,YLR389C,STE23,YPR122W,Problem,YLR389C-YPR122W,1.4492905630000001,1.1301343640000001,,,2.3082916680000003,2.000348601,,,,,,,,2.9243875360000002,2.29728827,,
SSD,YLR401C,DUS3,YNR015W,Problem,YLR401C-YNR015W,1.37273148,1.2843159020000001,,,2.6566640280000002,2.8559662510000003,,,,,,,-0.610568102,3.196200813,3.3070874580000003,,
SSD,YLR405W,DUS4,YML080W,Problem,YLR405W-YML080W,1.066771869,1.112886167,,,2.871386104,2.9544814410000004,,,,,,-0.587875594,-0.622329561,3.104963277,3.234172913,,
WGD,YLR433C,CNA1,YML057W,Problem,YLR433C-YML057W,1.25085369,1.295076892,,,2.764687359,2.712671055,,,,,,-0.701256057,-0.650528201,3.182346354,3.174553252,,
WGD,YLR442C,SIR3,YML065W,Problem,YLR442C-YML065W,0.957797344,1.1029047109999999,,,2.327832947,2.387339626,,,,,,,,2.452435596,2.657049641,,
WGD,YLR449W,FPR4,YML074C,Problem,YLR449W-YML074C,1.89750795,2.054517014,,,3.1488828989999997,3.18123947,,,,,,-0.800244823,-0.8335698859999999,4.213196153,4.402561789,,
WGD,YLR450W,HMG2,YML075C,Problem,YLR450W-YML075C,1.3724045740000002,1.476218595,,,2.235890394,2.236426063,,,,,,-0.589644617,-0.689944262,2.775100272,2.879449962,,
WGD,YML016C,PPZ1,YDR436W,Problem,YDR436W-YML016C,1.151970643,0.846023435,,,2.547007673,2.495297548,,,,,,-0.7044329,,2.86578362,2.508126288,,
WGD,YML027W,YOX1,YDR451C,Problem,YDR451C-YML027W,1.063454095,1.308391117,,,3.035112097,3.103936679,,,,,,,,3.265371497,3.5791331,,
WGD,YML085C,TUB1,YML124C,Problem,YML124C-YML085C,2.140040935,1.8932509919999998,,,2.8927050430000003,2.816607308,,,,,,-0.701256057,-0.7133190309999999,4.199551282,3.876663605,,
WGD,YML087C,AIM33,YML125C,Problem,YML125C-YML087C,0.210152695,1.955804813,,,2.623332506,2.983692483,,,,,,,-0.815166666,2.000290505,4.106302601,,
WGD,YML100W,TSL1,YMR261C,Problem,YML100W-YMR261C,1.6526015859999998,1.600964166,,,2.379773401,2.460296864,,,,,,-0.438779321,-0.741362717,3.199180292,3.228066335,,
WGD,YML106W,URA5,YMR271C,Problem,YML106W-YMR271C,2.304026311,0.548931653,,,3.164370476,2.798412349,,,,,,-0.908333042,,4.635202092,2.514149307,,
WGD,YML111W,BUL2,YMR275C,Problem,YML111W-YMR275C,1.2318394940000001,1.181781723,,,2.281635873,2.245489341,,,,,,,,2.680280671,2.594076368,,
WGD,YML118W,NGL3,YMR285C,Problem,YML118W-YMR285C,0.345421084,1.103391043,,,2.256595054,2.816240249,,,,,,,,1.7688214430000002,3.086436597,,
SSD,YMR035W,IMP2,YMR150C,Problem,YMR035W-YMR150C,1.167551428,1.3401695759999999,,,3.066043578,3.078894457,,,,,,,,3.40040031,3.585869338,,
SSD,YMR042W,ARG80,YMR043W,Problem,YMR042W-YMR043W,0.9485238000000001,1.458077637,,,3.099226752,3.2053269660000003,,,,,,,-0.68131073,3.214555856,3.830209908,,
SSD,YMR054W,STV1,YOR270C,Problem,YMR054W-YOR270C,1.44582477,2.1764022880000002,,,2.3459383590000003,2.480186313,,,,,,,-0.9071039890000001,2.9585684339999996,3.823393905,,
WGD,YMR119W,ASI1,YNL008C,Problem,YMR119W-YNL008C,1.241671647,1.112172258,,,2.295358004,2.426647773,,,,,,,,2.703834955,2.705625336,,
WGD,YMR177W,MMT1,YPL224C,Problem,YMR177W-YPL224C,0.959662363,1.090190336,,,2.711851265,2.656638055,,,,,,,,2.838318933,2.913633696,,
WGD,YMR180C,CTL1,YPL228W,Problem,YMR180C-YPL228W,0.943987135,1.19210704,,,2.538502302,2.858573645,,,,,,,-0.5537735979999999,2.649294742,3.21748599,,
WGD,YMR182C,RGM1,YPL230W,Problem,YMR182C-YPL230W,0.064784247,0.21862241100000002,,,3.1176968339999998,2.441267757,,,,,,,,2.3492863859999997,1.826695473,,
WGD,YMR183C,SSO2,YPL232W,Problem,YMR183C-YPL232W,1.903479326,1.673696114,,,3.219469529,3.140392298,,,,,,-0.66735959,,4.289754159,3.980893716,,
WGD,YMR195W,ICY1,YPL250C,Problem,YPL250C-YMR195W,1.326065309,1.187926314,,,3.56476104,3.621154305,,,,,,,,4.057631654,3.975885924,,
WGD,YMR198W,CIK1,YPL253C,Problem,YMR198W-YPL253C,1.001254947,0.831042423,,,2.4622235530000003,2.551713535,,,,,,,,2.6302838040000003,2.549561263,,
WGD,YMR199W,CLN1,YPL256C,Problem,YMR199W-YPL256C,1.236694005,1.480421147,,,2.573179846,2.6562784759999998,,,,,,,,2.9766791560000003,3.303504928,,
WGD,YMR207C,HFA1,YNR016C,Problem,YMR207C-YNR016C,0.9860808609999999,2.376499235,,,1.3765525930000002,2.0192334880000002,,,,,,,-0.811212087,1.529438759,3.562538027,,
WGD,YMR233W,TRI1,YOR295W,Problem,YMR233W-YOR295W,1.046612549,0.9635362590000001,,,3.133631807,3.066113488,,,,,,,,3.34704966,3.1964550519999997,,
WGD,YMR237W,BCH1,YOR299W,Problem,YMR237W-YOR299W,1.636881015,1.229936876,,,2.506271244,2.329970177,,,,,,-0.765989182,,3.309957564,2.726712357,,
WGD,YMR246W,FAA4,YOR317W,Problem,YMR246W-YOR317W,2.07546276,1.6718619869999998,,,2.680030929,2.8053942060000003,,,,,,-0.7509239959999999,-0.6604491889999999,3.9222989939999997,3.644061498,,
SSD,YNL025C,SSN8,YPR025C,Problem,YNL025C-YPR025C,0.98352618,1.069539344,,,2.722460237,2.893787355,,,,,,,,2.872791721,3.130132003,,
WGD,YNL049C,SFB2,YIL109C,Problem,YIL109C-YNL049C,1.307556591,1.84474681,,,2.330797269,2.515361697,,,,,,-0.6747923109999999,,2.805159165,3.5269138110000005,,
WGD,YNL087W,TCB2,YOR086C,Problem,YNL087W-YOR086C,1.61957153,1.706058185,,,2.2177278,2.2729540569999998,,,,,,-0.781333229,-0.751658843,3.004104634,3.1458175460000004,,
WGD,YNL104C,LEU4,YOR108W,Problem,YNL104C-YOR108W,2.070667621,1.764497362,,,2.7274618530000003,2.612451608,,,,,,-0.7437634670000001,-0.758080147,3.9649347789999996,3.543754274,,
WGD,YNL106C,INP52,YOR109W,Problem,YNL106C-YOR109W,0.908932594,1.530421732,,,2.162220815,2.2625114330000002,,,,,,,-0.72250539,2.237958714,2.959738469,,
